Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000130770,ATP5IF1,161,-1.8123,820,0.69101,338,-0.7601,779,0.92358,519,-0.0430,659,0.33672,225,-1.4022
ENSG00000130766,SESN2,14,-0.4436,14,-0.3813,28,0.79479,22,0.45839,23,0.35298,3,-2.6617,10,-1.0320
ENSG00000242125,SNHG3,20,0.51124,29,1.16204,16,0.14979,12,-0.3753,23,0.76805,3,-2.2456,9,-0.7916
ENSG00000180098,TRNAU1AP,13,-0.9060,21,-0.1222,40,1.01174,17,-0.5884,47,1.13767,14,-0.7652,17,-0.5218
ENSG00000197989,SNHG12,30,0.70422,12,-0.6904,19,-0.0292,14,-0.6280,21,0.15808,18,-0.1303,28,0.66350
ENSG00000120656,TAF12,8,-1.1018,11,-0.6299,24,0.72397,19,0.35166,22,0.44917,0,-6.4452,15,-0.1291
ENSG00000198492,YTHDF2,55,-0.4542,77,0.05784,124,0.93222,75,0.02054,51,-0.5954,52,-0.5420,55,-0.5109
ENSG00000116350,SRSF4,45,-0.1890,44,-0.2277,65,0.42427,45,-0.2535,71,0.51273,46,-0.1672,48,-0.0993
ENSG00000116353,MECR,38,0.06766,47,0.39385,32,-0.2092,49,0.65560,13,-1.5732,35,-0.0502,24,-0.7259
ENSG00000060656,PTPRU,7,-1.8934,37,0.63836,65,1.97291,8,-1.9304,23,-0.0624,10,-1.3723,27,0.15734
ENSG00000162511,LAPTM5,103,1.41760,20,-1.1585,39,-0.2157,10,-2.4921,73,0.82335,76,0.88167,67,0.77431
ENSG00000162512,SDC3,157,-0.4269,148,-0.5224,262,0.41784,236,0.29328,229,0.15880,72,-1.6012,205,-0.0159
ENSG00000134644,PUM1,66,-1.1865,179,0.34887,270,1.18606,127,-0.2538,71,-1.0755,80,-0.8991,139,-0.0510
ENSG00000060688,SNRNP40,32,0.68540,21,0.01180,19,-0.1035,25,0.45570,8,-1.3562,23,0.13639,12,-0.8538
ENSG00000121766,ZCCHC17,40,-1.8068,178,0.46335,173,0.47031,128,-0.0834,132,-0.0096,170,0.39579,108,-0.3446
ENSG00000121769,FABP3,24,-2.3504,245,1.23139,148,0.43381,161,0.79432,33,-1.8758,69,-0.7873,38,-1.7737
ENSG00000162517,PEF1,38,-1.1272,91,0.22462,80,0.01385,96,0.43828,79,0.00889,83,0.07143,57,-0.5369
ENSG00000084636,COL16A1,132,1.90945,31,-0.5023,38,-0.2014,21,-1.3198,56,0.41355,54,0.34448,41,-0.0855
ENSG00000121753,ADGRB2,57,-2.2179,300,0.28349,348,0.58645,319,0.55123,149,-0.8053,147,-0.8250,194,-0.4315
ENSG00000184007,PTP4A2,670,2.41965,126,-0.4637,144,-0.2892,101,-1.0196,55,-1.6984,167,-0.0269,167,-0.0354
ENSG00000121774,KHDRBS1,120,0.03147,94,-0.3406,115,-0.0334,140,0.41029,104,-0.1841,70,-0.7917,113,-0.0560
ENSG00000121775,TMEM39B,13,-0.4634,39,1.30591,21,0.28192,15,-0.3006,3,-2.3859,32,0.94884,11,-0.7862
ENSG00000025800,KPNA6,30,-0.5150,47,0.20127,61,0.68928,39,-0.1243,8,-2.3933,86,1.17305,25,-0.8461
ENSG00000084652,TXLNA,40,0.43214,32,0.08279,40,0.47412,30,-0.0269,23,-0.4413,17,-0.8544,27,-0.2298
ENSG00000160050,CCDC28B,34,0.90166,15,-0.3849,14,-0.5473,18,-0.1593,9,-1.2090,14,-0.4597,31,0.81492
ENSG00000084623,EIF3I,65,-0.7033,75,-0.4843,119,0.26633,109,0.13335,173,0.84164,61,-0.7900,91,-0.2036
ENSG00000116478,HDAC1,31,0.96664,19,0.16425,4,-2.0130,7,-1.5151,56,2.06158,8,-1.1234,25,0.70164
ENSG00000175130,MARCKSL1,1222,2.43680,218,-0.5357,131,-1.3877,217,-0.7068,292,-0.0842,105,-1.6299,367,0.30486
ENSG00000160058,BSDC1,69,-0.0622,48,-0.6149,92,0.43690,85,0.38095,50,-0.5504,44,-0.7384,63,-0.2222
ENSG00000176261,ZBTB8OS,31,-0.2394,15,-1.2780,31,-0.2333,47,0.57701,41,0.18271,22,-0.7468,38,0.08318
ENSG00000162521,RBBP4,86,0.13414,60,-0.4337,84,0.10255,89,0.25041,94,0.26964,52,-0.6451,68,-0.2637
ENSG00000162522,KIAA1522,4,-1.7657,18,0.33334,10,-0.6677,18,0.40037,15,0.03464,6,-1.2646,22,0.66030
ENSG00000134684,YARS,40,-1.3431,93,-0.0648,114,0.27744,144,0.96612,66,-0.5907,58,-0.8016,52,-1.0211
ENSG00000116497,S100PBP,19,0.31530,22,0.57211,12,-0.3781,13,-0.2961,31,1.13057,2,-2.9703,17,0.12557
ENSG00000121905,HPCA,28,-2.7006,224,0.42070,210,0.35136,231,0.69393,40,-2.2020,174,0.02026,127,-0.5054
ENSG00000121900,TMEM54,66,0.64579,37,-0.2376,28,-0.7075,39,-0.2428,69,0.72407,29,-0.6321,56,0.42596
ENSG00000116514,RNF19B,15,-0.6283,39,0.88964,16,-0.4929,32,0.89344,12,-0.9354,16,-0.5072,12,-1.0365
ENSG00000004455,AK2,93,1.75206,18,-0.9428,21,-0.6993,16,-1.3224,74,1.32855,19,-0.8066,41,0.40040
ENSG00000142920,AZIN2,27,0.18052,17,-0.5554,36,0.73893,24,-0.0322,33,0.51619,12,-0.9863,16,-0.6830
ENSG00000160094,ZNF362,26,0.22601,16,-0.4726,19,-0.2371,21,-0.1588,48,1.23494,18,-0.3412,19,-0.2403
ENSG00000134686,PHC2,124,1.00778,56,-0.2825,69,0.06075,74,0.21386,58,-0.2219,32,-1.1352,50,-0.4958
ENSG00000121904,CSMD2,9,-0.5728,8,-0.8062,46,2.59406,4,-2.1565,6,-1.3003,7,-1.0296,14,0.00240
ENSG00000163866,SMIM12,39,-0.8989,90,0.38047,61,-0.2371,97,0.76811,99,0.53495,23,-1.6969,42,-0.8631
ENSG00000116544,DLGAP3,2,-4.2500,20,-1.1720,55,0.46322,55,0.58625,14,-1.6437,15,-1.5164,65,0.75592
ENSG00000163867,ZMYM6,21,0.51071,15,-0.0770,21,0.57066,17,0.16740,2,-2.8050,10,-0.6890,14,-0.1675
ENSG00000116560,SFPQ,212,0.37778,192,0.22125,157,-0.1107,174,0.08459,165,-0.0247,135,-0.3303,147,-0.2228
ENSG00000146463,ZMYM4,29,-0.6221,77,0.89571,43,-0.0223,43,-0.0716,34,-0.3984,57,0.39605,37,-0.2817
ENSG00000142687,KIAA0319L,38,-0.5279,43,-0.3165,54,0.01232,60,0.25867,64,0.27961,57,0.11785,45,-0.2810
ENSG00000020129,NCDN,71,-3.1053,610,0.10077,687,0.32179,825,0.88738,271,-1.1425,248,-1.2753,496,-0.2438
ENSG00000126067,PSMB2,92,-0.4299,79,-0.6636,161,0.50604,164,0.72361,112,-0.1190,36,-1.8075,77,-0.7466
ENSG00000142686,C1orf216,17,-2.1063,100,0.58836,103,0.71045,72,0.08725,42,-0.7722,52,-0.4537,63,-0.1489
ENSG00000134698,AGO4,21,0.23978,10,-0.8347,12,-0.7143,20,0.18456,24,0.42732,24,0.44028,18,-0.0191
ENSG00000092847,AGO1,42,0.40400,40,0.32406,41,0.39873,28,-0.2933,27,-0.2956,35,0.08875,26,-0.3588
ENSG00000126070,AGO3,38,1.38483,1,-4.0999,20,0.37368,15,-0.2039,0,-6.2230,22,0.46146,18,0.15296
ENSG00000116863,ADPRHL2,13,-0.7215,12,-0.8211,20,-0.0833,25,0.43635,32,0.69632,18,-0.1926,17,-0.3653
ENSG00000054116,TRAPPC3,53,-0.1438,39,-0.6132,63,0.13850,72,0.50130,48,-0.2791,34,-0.7935,53,-0.1415
ENSG00000116871,MAP7D1,304,0.79159,289,0.71215,179,-0.0600,196,0.11179,106,-0.8682,120,-0.6795,135,-0.5318
ENSG00000054118,THRAP3,67,0.12479,70,0.19792,84,0.54626,52,-0.3640,50,-0.3202,66,0.08845,57,-0.1408
ENSG00000196182,STK40,20,-0.0517,19,-0.1618,28,0.51308,18,-0.3182,13,-0.6983,36,0.87617,17,-0.2984
ENSG00000181817,LSM10,38,-0.3964,57,0.23877,42,-0.2799,49,-0.0128,90,0.97648,57,0.22481,35,-0.5804
ENSG00000116885,OSCP1,9,-0.9223,31,0.93438,17,-0.0344,26,1.01915,2,-3.2476,0,-5.3571,13,-0.4485
ENSG00000116898,MRPS15,42,-0.5052,92,0.73471,47,-0.3500,51,-0.2471,54,-0.1217,90,0.70752,59,0.03430
ENSG00000163873,GRIK3,0,-7.7503,14,-1.0201,93,2.54414,14,-1.3570,4,-2.8631,28,-0.0040,27,-0.0760
ENSG00000163875,MEAF6,59,-1.1528,203,0.75545,123,-0.0532,168,0.66874,76,-0.7939,80,-0.6994,91,-0.5473
ENSG00000163877,SNIP1,21,0.44015,11,-0.5819,14,-0.2277,15,-0.1011,36,1.34680,7,-1.1567,13,-0.2712
ENSG00000134697,GNL2,23,0.53425,6,-1.3760,18,0.23440,26,1.17221,1,-3.9004,0,-4.8701,11,-0.5471
ENSG00000116922,C1orf109,11,-0.3971,13,-0.0880,15,0.05536,20,0.72280,9,-0.7302,13,-0.0949,9,-0.8152
ENSG00000183317,EPHA10,7,-1.0630,10,-0.4511,11,-0.4188,23,1.21651,1,-3.8185,14,0.01153,12,-0.3208
ENSG00000185090,MANEAL,13,-1.5792,36,-0.0154,46,0.40464,54,0.94444,17,-1.1545,23,-0.6993,21,-0.9133
ENSG00000196449,YRDC,12,-0.5711,14,-0.3281,18,0.07633,23,0.71949,19,0.15655,8,-1.0407,12,-0.6249
ENSG00000197982,C1orf122,475,1.04201,248,-0.0173,169,-0.6534,213,-0.3427,206,-0.3042,323,0.40219,284,0.21581
ENSG00000183431,SF3A3,50,0.16740,47,0.06883,42,-0.0980,47,0.12434,50,0.15840,38,-0.2561,39,-0.2116
ENSG00000183520,UTP11,18,-1.1328,27,-0.4772,33,-0.2226,44,0.33903,28,-0.4178,86,1.37782,25,-0.6895
ENSG00000116954,RRAGC,58,0.36665,37,-0.3467,51,0.20096,50,0.18521,38,-0.2779,32,-0.5557,41,-0.1691
ENSG00000174574,AKIRIN1,107,0.36340,90,0.09331,102,0.32383,95,0.24293,40,-1.1561,67,-0.3640,66,-0.4235
ENSG00000168653,NDUFS5,331,-1.1011,1096,0.77323,571,-0.2932,746,0.20977,510,-0.4447,1125,0.81720,478,-0.5871
ENSG00000127603,MACF1,177,0.44599,99,-0.4613,148,0.17979,96,-0.6759,205,0.67947,146,0.13437,150,0.20160
ENSG00000090621,PABPC4,66,0.39039,38,-0.4679,59,0.24482,33,-0.8427,54,0.07765,62,0.31157,72,0.60572
ENSG00000116983,HPCAL4,25,-3.8294,370,0.13436,531,0.81422,367,0.16718,172,-1.0420,298,-0.2083,343,0.01329
ENSG00000084072,PPIE,49,0.31859,59,0.61656,43,0.11824,35,-0.2529,58,0.59060,25,-0.7344,31,-0.4246
ENSG00000168389,MFSD2A,26,-0.5370,11,-1.8326,23,-0.7550,28,-0.5679,152,2.52526,38,0.07618,28,-0.4594
ENSG00000131236,CAP1,186,0.53683,122,-0.1366,176,0.49475,120,-0.2154,161,0.29837,69,-0.9988,113,-0.2711
ENSG00000131238,PPT1,96,-0.3128,64,-0.9248,84,-0.5573,154,0.63261,152,0.41199,76,-0.6679,118,0.01129
ENSG00000259943,AL050341.2,17,-0.3407,15,-0.4961,18,-0.3321,27,0.52320,21,-0.0685,21,-0.0600,20,-0.0998
ENSG00000084073,ZMPSTE24,28,-0.6727,36,-0.3058,57,0.44615,39,-0.2299,57,0.41009,58,0.42504,39,-0.2039
ENSG00000049089,COL9A2,159,3.73271,13,-0.9369,7,-1.8371,9,-1.7161,2,-3.1520,18,-0.4110,21,-0.2005
ENSG00000084070,SMAP2,31,-1.9935,126,0.10683,149,0.40766,165,0.80411,113,-0.0704,63,-0.9622,62,-1.0430
ENSG00000117016,RIMS3,17,-2.0236,62,-0.1005,83,0.41219,82,0.52292,40,-0.7498,41,-0.7166,66,0.01369
ENSG00000066136,NFYC,43,-0.0084,18,-1.2907,56,0.46660,56,0.60909,16,-1.5077,29,-0.6059,37,-0.2409
ENSG00000179862,CITED4,23,0.60707,20,0.39294,4,-2.0255,25,1.23393,0,-6.8552,13,-0.2604,10,-0.6487
ENSG00000171793,CTPS1,3,-2.8288,17,-0.1930,20,-0.0005,25,0.52876,46,1.39014,6,-1.7539,13,-0.7038
ENSG00000010803,SCMH1,3,-2.1436,14,-0.1658,24,0.71343,19,0.41132,11,-0.5791,14,-0.2147,12,-0.4392
ENSG00000204060,FOXO6,2,-3.1031,43,1.00470,52,1.56784,12,-1.2115,48,1.16428,13,-0.8991,9,-1.4159
ENSG00000127124,HIVEP3,6,-1.7669,30,0.61928,38,1.11487,20,-0.0131,5,-1.9309,22,0.08397,13,-0.7433
ENSG00000198815,FOXJ3,33,-0.9673,53,-0.2755,112,1.06446,61,-0.0931,35,-0.8930,84,0.45104,43,-0.6301
ENSG00000177181,RIMKLA,9,-1.6830,35,0.39853,34,0.41416,43,1.13082,0,-6.6771,12,-1.2486,15,-0.9360
ENSG00000127125,PPCS,40,-0.5668,68,0.25433,59,0.05157,56,-0.0667,73,0.38275,85,0.62099,42,-0.5403
ENSG00000186409,CCDC30,22,0.69958,16,0.13149,9,-0.6647,10,-0.6158,7,-1.0771,36,1.48209,15,0.12371
ENSG00000171960,PPIH,13,-0.4917,23,0.43698,21,0.28883,18,0.00716,11,-0.6578,20,0.19162,16,-0.1764
ENSG00000065978,YBX1,226,1.12328,106,-0.1184,47,-1.4303,79,-0.7306,232,1.16837,156,0.50117,118,0.06622
ENSG00000164008,C1orf50,21,-0.5277,62,1.19236,24,-0.3526,26,-0.3147,34,0.18990,46,0.68375,22,-0.4835
ENSG00000177868,SVBP,22,-0.6365,47,0.52583,19,-0.9151,39,0.32392,55,0.77713,42,0.35201,22,-0.7028
ENSG00000117394,SLC2A1,80,-0.2639,31,-1.6889,23,-2.1969,36,-1.7573,576,3.47936,164,0.88759,48,-1.1224
ENSG00000117395,EBNA1BP2,35,-1.2668,79,-0.0036,73,-0.1481,110,0.75503,124,0.71199,41,-1.0013,46,-0.8990
ENSG00000066322,ELOVL1,283,4.44215,7,-2.3930,14,-1.4211,5,-3.2815,30,-0.2225,0,-7.0253,27,-0.4513
ENSG00000159479,MED8,22,0.24855,23,0.34525,35,1.16047,18,-0.0795,7,-1.3496,5,-1.8042,12,-0.7085
ENSG00000198198,SZT2,25,0.86248,17,0.25466,21,0.64595,12,-0.3020,10,-0.5879,2,-2.5283,14,-0.0609
ENSG00000178922,HYI,55,1.37732,8,-1.6776,17,-0.5543,17,-0.6953,46,1.05839,10,-1.2686,33,0.57843
ENSG00000142949,PTPRF,101,-0.2351,145,0.32866,141,0.32444,129,0.19888,121,0.05167,60,-1.0318,93,-0.3922
ENSG00000066135,KDM4A,22,0.27042,21,0.23975,23,0.40892,19,0.10814,0,-5.8606,17,-0.1206,18,-0.0121
ENSG00000126091,ST3GAL3,31,-0.3537,53,0.48892,35,-0.1886,53,0.72235,14,-1.5292,12,-1.7575,38,-0.0447
ENSG00000117408,IPO13,220,1.86525,55,-0.4511,66,-0.1887,66,-0.2270,46,-0.7027,53,-0.5096,56,-0.4550
ENSG00000132768,DPH2,18,0.08399,10,-0.8467,20,0.24803,19,0.25092,22,0.43174,27,0.71892,6,-1.6568
ENSG00000117410,ATP6V0B,210,-0.8775,239,-0.6796,474,0.43479,546,0.94026,221,-0.8008,157,-1.3129,249,-0.6682
ENSG00000117411,B4GALT2,63,-0.1975,107,0.64182,64,-0.1902,74,0.08429,46,-0.6747,67,-0.0891,75,0.07610
ENSG00000159214,CCDC24,3,-2.7890,15,-0.5029,31,0.67265,20,-0.0894,45,1.20189,14,-0.6759,18,-0.3149
ENSG00000178028,DMAP1,53,-0.3497,96,0.60236,61,-0.1259,79,0.41383,47,-0.5127,59,-0.1864,49,-0.5044
ENSG00000117419,ERI3,136,-0.5674,252,0.39103,271,0.57420,206,0.09719,164,-0.2838,130,-0.6375,157,-0.3817
ENSG00000187147,RNF220,176,0.74899,76,-0.5771,128,0.25865,132,0.40302,76,-0.5857,82,-0.4665,66,-0.8463
ENSG00000126106,TMEM53,11,-0.3420,5,-1.6205,17,0.23828,16,0.26284,12,-0.2203,9,-0.6423,18,0.41992
ENSG00000142937,RPS8,1622,0.62125,916,-0.2876,629,-0.9272,872,-0.4810,1474,0.46536,2117,1.06815,1173,0.10953
ENSG00000117425,PTCH2,0,-4.1683,7,-1.1877,19,0.25008,23,0.84446,5,-1.6508,29,0.95129,11,-0.6402
ENSG00000070785,EIF2B3,24,-0.3351,46,0.66705,38,0.38016,38,0.54591,12,-1.3373,14,-1.1132,19,-0.7991
ENSG00000126107,HECTD3,14,-0.6444,18,-0.2070,40,1.16000,21,-0.0370,21,-0.0433,3,-2.8199,18,-0.2764
ENSG00000126088,UROD,65,-0.4287,68,-0.3716,82,-0.0912,103,0.40934,88,0.02665,105,0.31262,66,-0.4493
ENSG00000132763,MMACHC,16,0.47456,6,-0.9295,13,0.11260,14,0.29477,16,0.49238,2,-2.3871,11,-0.1373
ENSG00000117450,PRDX1,669,0.78901,315,-0.4117,313,-0.4580,328,-0.4587,736,0.95082,315,-0.4133,475,0.25857
ENSG00000117448,AKR1A1,50,-0.1785,51,-0.1458,56,0.01665,57,0.05118,96,0.86943,47,-0.2542,42,-0.4601
ENSG00000132780,NASP,59,0.84943,38,0.13846,32,-0.1680,31,-0.2124,24,-0.5509,46,0.43724,31,-0.2066
ENSG00000159592,GPBP1L1,40,0.16144,31,-0.2537,36,0.01880,37,0.06838,36,0.01912,32,-0.1628,36,-0.0176
ENSG00000159596,TMEM69,21,0.28207,8,-1.1050,21,0.32646,17,-0.0732,25,0.53715,11,-0.7067,18,0.01338
ENSG00000086015,MAST2,31,-0.1015,36,0.10709,35,0.07264,44,0.61911,36,0.13888,17,-1.0548,18,-0.9872
ENSG00000117461,PIK3R3,6,-1.5346,15,-0.1597,17,0.03317,22,0.66049,17,0.02475,2,-2.8310,19,0.18959
ENSG00000085998,POMGNT1,93,0.36551,108,0.60761,82,0.18230,74,0.01280,55,-0.4415,47,-0.6881,60,-0.3324
ENSG00000132128,LRRC41,58,0.02953,39,-0.5870,64,0.18459,67,0.36370,50,-0.2102,45,-0.3669,49,-0.2657
ENSG00000173660,UQCRH,246,-1.3524,681,0.20557,453,-0.4702,815,0.73481,429,-0.5156,818,0.50078,419,-0.5989
ENSG00000117480,FAAH,61,0.29489,43,-0.2456,51,-0.0069,70,0.74065,16,-1.7450,41,-0.3350,35,-0.6415
ENSG00000282881,TMEM275,2,-2.9754,19,0.28712,56,2.78560,6,-1.6742,0,-6.9064,1,-3.3048,16,-0.0306
ENSG00000079277,MKNK1,14,-0.9476,14,-0.9084,24,-0.0914,27,0.12530,52,1.13993,24,-0.1289,24,-0.1337
ENSG00000123472,ATPAF1,141,0.00449,143,0.02470,130,-0.1336,148,0.09823,111,-0.3683,131,-0.1206,157,0.19213
ENSG00000159658,EFCAB14,176,1.71725,46,-0.4850,45,-0.5694,33,-1.2263,80,0.35938,52,-0.3146,92,0.67062
ENSG00000186377,CYP4X1,1,-4.8346,26,-0.0375,26,-0.0876,41,1.01409,40,0.63503,21,-0.4151,11,-1.4759
ENSG00000162368,CMPK1,138,0.28966,161,0.54139,136,0.30532,106,-0.1687,100,-0.2145,111,-0.0552,85,-0.4985
ENSG00000162373,BEND5,22,0.19408,27,0.54118,9,-1.1543,26,0.69379,13,-0.6188,24,0.38109,11,-0.8864
ENSG00000162374,ELAVL4,4,-5.2641,190,0.31557,270,1.02151,210,0.70723,51,-1.6936,66,-1.2925,88,-0.9354
ENSG00000185104,FAF1,45,0.23531,45,0.25233,33,-0.2684,45,0.34569,40,0.07323,38,3.68278,24,-0.7838
ENSG00000123091,RNF11,195,-1.1143,504,0.35617,667,0.92772,437,0.17874,192,-1.1362,307,-0.4213,278,-0.6196
ENSG00000085832,EPS15,147,0.09624,161,0.23769,187,0.53632,122,-0.2651,146,0.08691,109,-0.3764,118,-0.2677
ENSG00000117859,OSBPL9,52,1.53288,14,-0.5846,18,-0.2654,12,-1.0469,41,1.09466,7,-1.5199,25,0.35568
ENSG00000078618,NRDC,50,-0.6758,66,-0.2626,78,0.00056,108,0.76826,26,-1.6559,105,0.47036,51,-0.7066
ENSG00000169213,RAB3B,9,-3.9463,90,-0.6850,203,0.66714,206,0.94892,22,-2.7744,126,-0.1610,101,-0.5508
ENSG00000117862,TXNDC12,22,-0.5443,12,-1.3891,24,-0.4637,33,0.10624,66,1.21065,45,0.57103,26,-0.3160
ENSG00000134717,BTF3L4,63,-0.3921,86,0.08154,101,0.36518,100,0.45592,63,-0.3938,43,-0.9778,62,-0.4596
ENSG00000157077,ZFYVE9,5,-2.7494,64,1.14200,39,0.38816,30,-0.0854,28,-0.1991,24,-0.4264,29,-0.1238
ENSG00000134748,PRPF38A,27,0.04536,13,-1.1196,23,-0.2494,23,-0.2693,70,1.58832,20,-0.4365,25,-0.0788
ENSG00000134744,TUT4,34,0.38993,13,-1.0696,28,0.11056,19,-0.6237,31,0.22404,46,0.88876,30,0.22435
ENSG00000162377,COA7,8,-1.2418,10,-0.8530,34,1.12892,21,0.28266,5,-1.8997,16,-0.1819,15,-0.3627
ENSG00000162378,ZYG11B,45,-1.5171,114,-0.1149,195,0.85038,135,0.20370,51,-1.3406,111,-0.1512,111,-0.1691
ENSG00000121310,ECHDC2,13,-0.3898,16,-0.0963,11,-0.7749,4,-2.4807,79,2.71002,4,-1.9848,29,0.91945
ENSG00000116171,SCP2,195,0.68571,75,-0.8076,94,-0.5101,132,0.07649,146,0.21605,117,-0.1318,140,0.15932
ENSG00000162384,CZIB,51,-0.4192,120,0.94264,48,-0.5557,58,-0.2891,128,1.06030,80,0.27913,47,-0.5697
ENSG00000162385,MAGOH,20,-0.9279,45,0.30993,32,-0.2399,46,0.47526,41,0.15583,48,0.40071,22,-0.8623
ENSG00000157193,LRP8,21,-1.2711,28,-0.8693,99,1.31712,35,-0.6989,35,-0.5281,60,0.29677,56,0.21553
ENSG00000058804,NDC1,1,-3.1210,9,-0.5184,24,1.22200,17,0.77367,6,-1.0809,0,-6.0813,8,-0.7173
ENSG00000058799,YIPF1,15,-0.3766,14,-0.4484,32,0.97030,21,0.28460,7,-1.4144,6,-1.5781,17,-0.1858
ENSG00000081870,HSPB11,20,-1.2343,60,0.42251,49,0.10821,45,-0.0445,57,0.34774,59,0.39332,38,-0.2971
ENSG00000116209,TMEM59,306,0.75170,94,-1.0890,159,-0.3223,209,0.19248,274,0.56951,109,-0.8688,182,-0.0868
ENSG00000116221,MRPL37,39,-1.2152,111,0.37419,102,0.26107,113,0.57529,82,-0.1149,72,-0.3123,48,-0.9986
ENSG00000157216,SSBP3,62,-1.6710,359,1.05398,369,1.27872,138,-0.6241,91,-1.1175,275,0.60935,90,-1.2055
ENSG00000243725,TTC4,24,0.20716,8,-1.3875,29,0.57271,20,-0.0537,33,0.70733,17,-0.2985,15,-0.5663
ENSG00000116133,DHCR24,210,0.13329,217,0.18654,341,1.06146,212,0.21039,133,-0.5762,80,-1.3345,72,-1.5889
ENSG00000162402,USP24,28,-0.2213,8,-2.0682,31,-0.0267,36,0.29753,49,0.66894,27,-0.2784,32,-0.0100
ENSG00000162407,PLPP3,192,0.41032,63,-1.2936,49,-1.7613,72,-1.3560,420,1.76541,54,-1.5296,330,1.55853
ENSG00000162409,PRKAA2,5,-2.6008,54,0.98954,42,0.65186,31,0.12224,30,0.06780,21,-0.4976,16,-0.9584
ENSG00000173406,DAB1,2,-3.3022,25,0.10111,23,-0.0409,36,0.99278,22,-0.1129,25,0.09343,10,-1.3120
ENSG00000162601,MYSM1,40,0.81978,19,-0.3718,20,-0.2888,31,0.59116,26,0.14787,13,-0.8994,12,-1.0550
ENSG00000177606,JUN,167,0.58253,52,-1.2262,33,-2.0003,120,0.07563,428,2.27867,22,-2.4743,89,-0.4476
ENSG00000172456,FGGY,21,0.24043,17,-0.0559,13,-0.4781,19,0.20622,18,0.00789,6,-1.6204,23,0.48549
ENSG00000134709,HOOK1,4,-2.4834,15,-0.7949,31,0.37472,39,1.12505,13,-0.9839,8,-1.6981,20,-0.3523
ENSG00000134716,CYP2J2,54,2.74046,1,-3.3492,5,-1.1545,7,-1.0393,8,-0.5376,0,-4.6342,19,0.90552
ENSG00000162599,NFIA,210,1.63898,42,-0.9488,53,-0.6568,27,-1.9660,81,0.03415,112,0.55062,145,1.13826
ENSG00000162604,TM2D1,107,0.70700,57,-0.2877,54,-0.3996,95,0.76110,37,-0.9456,48,-0.5638,44,-0.7223
ENSG00000132849,PATJ,8,-1.6257,12,-1.0329,11,-1.2337,40,1.20855,39,0.69519,17,-0.5842,19,-0.4344
ENSG00000162607,USP1,40,1.01312,39,0.94682,19,-0.2154,19,-0.2628,11,-1.0525,6,-1.8207,24,0.20828
ENSG00000116641,DOCK7,27,0.12175,15,-0.7769,23,-0.1639,21,-0.4204,29,0.23599,22,-0.2430,41,0.87301
ENSG00000125703,ATG4C,79,2.62390,23,0.41030,15,-0.3275,12,-0.7428,5,-1.8198,0,-5.3625,15,-0.3180
ENSG00000142856,ITGB3BP,21,0.61026,14,0.01129,17,0.30026,11,-0.5027,18,0.34079,16,0.17400,12,-0.3030
ENSG00000079739,PGM1,36,-0.1900,18,-1.2676,18,-1.3475,41,-0.0090,99,1.46098,18,-1.2063,61,0.71330
ENSG00000158966,CACHD1,19,-0.8599,9,-1.9928,41,0.34656,34,0.00533,29,-0.2131,26,-0.3947,52,0.78031
ENSG00000162437,RAVER2,16,-0.8283,15,-0.8915,14,-1.0522,34,0.46407,57,1.16045,11,-1.3166,34,0.36077
ENSG00000162434,JAK1,24,-1.8161,56,-0.5717,65,-0.3844,104,0.57188,178,1.28835,71,-0.2087,50,-0.7948
ENSG00000162433,AK4,31,-1.1350,63,-0.0750,98,0.68947,61,-0.1840,39,-0.7961,38,-0.8533,93,0.60835
ENSG00000116675,DNAJC6,272,-0.4890,388,0.06272,560,0.74098,441,0.38281,136,-1.5296,320,-0.2397,235,-0.7655
ENSG00000213625,LEPROT,48,0.45779,16,-1.1645,16,-1.2412,17,-1.3654,92,1.56047,33,-0.1280,70,1.24284
ENSG00000184588,PDE4B,144,1.36680,44,-0.5318,38,-0.8114,75,0.38894,85,0.47303,17,-1.9798,44,-0.5748
ENSG00000118473,SGIP1,50,-0.9797,92,-0.0411,116,0.35807,114,0.42311,51,-0.9437,95,0.01383,79,-0.2949
ENSG00000198160,MIER1,31,0.20303,36,0.44442,40,0.69302,18,-0.7379,16,-0.7915,30,0.18637,28,0.10027
ENSG00000142864,SERBP1,154,0.34317,98,-0.3721,108,-0.2396,118,-0.1145,174,0.53238,156,0.35744,112,-0.1842
ENSG00000116717,GADD45A,15,-0.6826,27,0.16413,18,-0.4934,13,-1.1079,60,1.52884,55,1.34890,21,-0.2330
ENSG00000172380,GNG12,60,1.46613,2,-3.2160,5,-2.2848,3,-3.1996,74,1.86837,17,-0.5359,58,1.67854
ENSG00000162595,DIRAS3,1,-4.3927,8,-2.0543,44,0.42559,18,-1.2111,9,-1.9238,72,1.19016,81,1.67493
ENSG00000116729,WLS,118,0.42130,21,-2.1767,22,-2.2283,60,-0.8118,379,2.54567,40,-1.2392,123,0.54031
