gene,locus,sample_1,sample_2,status,value_1,value_2,log2.fold_change.,test_stat,p_value,q_value
ACY1,chr3:52009041-52023218,E3,E4,OK,9.18289,8.97036,-0.0337816,-0.133538,0.81965,0.876476
ACY3,chr11:67410025-67418130,E3,E4,NOTEST,0,0,0,0,1,1
ACYP1,chr14:75519927-75530736,E3,E4,OK,13.2884,14.604,0.136197,0.594543,0.2994,0.409172
ACYP2,chr2:54342409-54532435,E3,E4,OK,18.5514,12.0922,-0.617447,-3.42234,5.00E-05,0.000167183
ADA,chr20:43248162-43280376,E3,E4,OK,68.7983,12.1574,-2.50054,-15.2545,5.00E-05,0.000167183
ADAD1,chr4:123300120-123350947,E3,E4,NOTEST,0,0,0,0,1,1
ADAD2,chr16:84224722-84230772,E3,E4,NOTEST,0,0,0,0,1,1
ADAL,chr15:43622871-43646096,E3,E4,OK,5.27457,5.31808,0.0118526,0.0569553,0.91975,0.945292
ADAM10,chr15:58888509-59042177,E3,E4,OK,29.0939,21.6912,-0.423605,-2.82994,5.00E-05,0.000167183
ADAM11,chr17:42836567-42859214,E3,E4,OK,0.613725,0.470015,-0.384886,-1.29937,0.02295,0.0462862
ADAM12,chr10:127702901-128077127,E3,E4,OK,2.94913,4.55622,0.627549,3.63848,5.00E-05,0.000167183
ADAM15,chr1:155006281-155042029,E3,E4,OK,16.0533,19.605,0.288358,1.74272,0.0017,0.00447602
ADAM17,chr2:9629410-9695917,E3,E4,OK,24.1555,26.4127,0.12888,0.863477,0.1274,0.203592
ADAM18,chr8:39442086-39587583,E3,E4,NOTEST,0.0121723,0.0447869,1.87948,0,1,1
ADAM19,chr5:156904311-157002783,E3,E4,OK,4.01251,7.54412,0.910848,5.68911,5.00E-05,0.000167183
ADAM1A,chr12:112336866-112339706,E3,E4,OK,1.85464,2.32471,0.325907,1.40391,0.01335,0.0285693
ADAM2,chr8:39601254-39695779,E3,E4,NOTEST,0,0.0058798,Inf,0,1,1
ADAM20,chr14:70989077-71001732,E3,E4,NOTEST,0.078757,0.0230851,-1.77045,0,1,1
ADAM20P1,chr14:70935595-70950473,E3,E4,NOTEST,0.0505849,0.139728,1.46584,0,1,1
ADAM21,chr14:70918873-70926622,E3,E4,NOTEST,0.108869,0.130063,0.256624,0,1,1
ADAM21P1,chr14:70712469-70714518,E3,E4,NOTEST,0.0262735,0.0363617,0.468808,0,1,1
ADAM22,chr7:87563565-87832204,E3,E4,OK,1.05345,1.41403,0.424685,2.07177,0.00015,0.000473552
ADAM23,chr2:207308367-207482679,E3,E4,OK,1.66988,6.3439,1.92563,9.15579,5.00E-05,0.000167183
ADAM28,chr8:24151579-24212726,E3,E4,NOTEST,0,0.0365216,Inf,0,1,1
ADAM29,chr4:175839508-175899331,E3,E4,NOTEST,0,0,0,0,1,1
ADAM30,chr1:120436155-120439147,E3,E4,NOTEST,0,0,0,0,1,1
ADAM32,chr8:38965049-39142436,E3,E4,OK,0.760639,0.676746,-0.168596,-0.533691,0.35905,0.472187
ADAM33,chr20:3648619-3662738,E3,E4,NOTEST,0.279538,0.351351,0.32987,0,1,1
ADAM3A,chr8:39308563-39380508,E3,E4,NOTEST,0.142347,0.183187,0.363905,0,1,1
ADAM5,chr8:39172181-39260375,E3,E4,NOTEST,0,0.0103475,Inf,0,1,1
ADAM6,chr14:106435818-106438358,E3,E4,NOTEST,0,0,0,0,1,1
ADAM7,chr8:24298508-24367077,E3,E4,NOTEST,0,0.00358622,Inf,0,1,1
ADAM8,chr10:135075919-135090407,E3,E4,NOTEST,0.185986,0.26561,0.514117,0,1,1
ADAM9,chr8:38854504-38962779,E3,E4,OK,208.302,249.533,0.26055,1.79407,0.00185,0.00482803
ADAMDEC1,chr8:24241797-24263526,E3,E4,NOTEST,0.0547689,0.0127279,-2.10536,0,1,1
ADAMTS1,chr21:28208605-28217728,E3,E4,OK,0.0778514,3.49293,5.48757,9.50044,5.00E-05,0.000167183
ADAMTS10,chr19:8645125-8675588,E3,E4,OK,3.08609,4.93247,0.676529,3.77431,5.00E-05,0.000167183
ADAMTS12,chr5:33527286-33892124,E3,E4,OK,0.394026,4.54453,3.52777,14.1808,5.00E-05,0.000167183
ADAMTS13,chr9:136243283-136324508,E3,E4,OK,1.19229,1.44528,0.277612,0.631311,0.2706,0.377361
ADAMTS14,chr10:72432558-72522195,E3,E4,OK,0.239218,6.9189,4.85414,16.4367,5.00E-05,0.000167183
ADAMTS15,chr11:130318868-130346539,E3,E4,OK,9.3716,26.916,1.5221,10.1314,5.00E-05,0.000167183
ADAMTS16,chr5:5140442-5320412,E3,E4,OK,0.0220192,0.703009,4.99671,4.33885,0.0026,0.00656632
ADAMTS17,chr15:100511642-100882183,E3,E4,NOTEST,0.165318,0.217411,0.395181,0,1,1
ADAMTS18,chr16:77316024-77469011,E3,E4,NOTEST,0.144336,0.331533,1.19972,0,1,1
ADAMTS19,chr5:128796102-129074376,E3,E4,OK,0.00547108,0.473594,6.43568,2.8751,0.2515,0.355652
ADAMTS2,chr5:178537851-178772431,E3,E4,OK,0.354012,1.3127,1.89066,4.35124,5.00E-05,0.000167183
ADAMTS20,chr12:43748011-43945724,E3,E4,NOTEST,0,0.0100683,Inf,0,1,1
ADAMTS3,chr4:73146685-73434516,E3,E4,OK,1.16518,1.14744,-0.0221327,-0.10077,0.8575,0.90281
ADAMTS4,chr1:161159537-161168845,E3,E4,OK,0.766923,0.851111,0.150265,0.557111,0.335,0.447536
ADAMTS5,chr21:28290230-28339439,E3,E4,NOTEST,0.00982412,0.0848843,3.1111,0,1,1
ADAMTS6,chr5:64444562-64777704,E3,E4,OK,4.99392,1.1872,-2.0726,-11.2958,5.00E-05,0.000167183
ADAMTS7,chr15:79051544-79103773,E3,E4,OK,3.59438,3.63813,0.017454,0.101258,0.86175,0.90559
ADAMTS8,chr11:130274817-130298539,E3,E4,OK,2.68498,0.260101,-3.36776,-9.75716,5.00E-05,0.000167183
ADAMTS9,chr3:64501330-64997143,E3,E4,OK,9.20836,6.25195,-0.55864,-3.62825,5.00E-05,0.000167183
ADAMTS9-AS2,chr3:64501330-64997143,E3,E4,NOTEST,0.0638446,0.132945,1.05819,0,1,1
ADAMTSL1,chr9:18474078-18910947,E3,E4,NOTEST,0.00317314,0.214279,6.07744,0,1,1
ADAMTSL2,chr9:136397285-136440641,E3,E4,OK,0.41661,0.611139,0.552803,1.76639,0.00265,0.00667584
ADAMTSL3,chr15:84322837-84708593,E3,E4,OK,0,0.781779,Inf,NA,5.00E-05,0.000167183
ADAMTSL4,chr1:150521897-150533412,E3,E4,OK,1.4017,3.1501,1.16822,5.41798,5.00E-05,0.000167183
ADAMTSL5,chr19:1505016-1513188,E3,E4,OK,1.5253,1.51537,-0.00941513,-0.0368711,0.95655,0.971055
ADAP1,chr7:937536-994289,E3,E4,OK,2.15567,2.92359,0.439605,1.88386,0.0015,0.00399612
ADAP2,chr17:29248753-29286211,E3,E4,NOTEST,0.298029,0.418098,0.488389,0,1,1
ADAR,chr1:154554533-154600456,E3,E4,OK,44.3269,40.9211,-0.115336,-0.799451,0.16435,0.252204
ADARB1,chr21:46494492-46646478,E3,E4,OK,8.59732,7.49209,-0.198519,-1.17095,0.0415,0.0778834
ADARB2,chr10:1223252-1779670,E3,E4,NOTEST,0.0761017,0.0533057,-0.513638,0,1,1
ADARB2-AS1,chr10:1223252-1779670,E3,E4,NOTEST,0,0,0,0,1,1
ADAT1,chr16:75632246-75657221,E3,E4,OK,6.34468,5.83526,-0.120751,-0.71106,0.2195,0.318789
ADAT2,chr6:143743968-143771841,E3,E4,OK,1.3188,0.990393,-0.41315,-1.9093,0.0011,0.00300416
ADAT3,chr19:1905370-1926012,E3,E4,OK,0.960675,1.57652,0.714626,0.617198,0.28535,0.393604
ADC,chr1:33546713-33585995,E3,E4,OK,2.12229,2.21219,0.0598507,0.239836,0.6764,0.766215
ADCK1,chr14:78266425-78400297,E3,E4,OK,4.53558,5.16795,0.188307,0.942901,0.1041,0.172
ADCK2,chr7:140372952-140394908,E3,E4,OK,6.61019,4.62414,-0.515505,-2.72236,5.00E-05,0.000167183
ADCK3,chr1:227127937-227175246,E3,E4,OK,2.84432,2.36921,-0.263681,-1.22716,0.02975,0.0581145
ADCK4,chr19:41197433-41222790,E3,E4,OK,12.67,16.6844,0.397087,2.40486,5.00E-05,0.000167183
ADCK5,chr8:145597730-145634733,E3,E4,OK,5.27843,4.16771,-0.340854,-0.545621,0.33875,0.451388
ADCY1,chr7:45614124-45762714,E3,E4,NOTEST,0.208311,0.400511,0.943102,0,1,1
ADCY10,chr1:167778624-167883453,E3,E4,NOTEST,0.00646169,0.00959431,0.570268,0,1,1
ADCY10P1,chr6:41040706-41108573,E3,E4,OK,1.92228,0.86903,-1.14534,-2.19927,0.00015,0.000473552
ADCY2,chr5:7396342-7830194,E3,E4,OK,21.2115,26.5806,0.325529,2.22009,1.00E-04,0.00032265
ADCY3,chr2:25013135-25142055,E3,E4,OK,13.6758,5.48054,-1.31924,-5.2898,5.00E-05,0.000167183
ADCY4,chr14:24787554-24804277,E3,E4,NOTEST,0,0.00446177,Inf,0,1,1
ADCY5,chr3:123001142-123167392,E3,E4,OK,0.473853,1.20019,1.34075,5.06918,5.00E-05,0.000167183
ADCY6,chr12:49159974-49182820,E3,E4,OK,9.71998,10.259,0.0778654,0.504345,0.3745,0.488506
ADCY7,chr16:50321822-50352043,E3,E4,OK,1.01073,2.61345,1.37056,6.74867,5.00E-05,0.000167183
ADCY8,chr8:131792546-132052835,E3,E4,NOTEST,0.00310915,0.0728717,4.55076,0,1,1
ADCY9,chr16:4012649-4166186,E3,E4,OK,8.48216,5.95112,-0.511271,-3.33405,5.00E-05,0.000167183
ADCYAP1,chr18:904943-912173,E3,E4,NOTEST,0.0415607,0.409839,3.30177,0,1,1
ADCYAP1R1,chr7:31092075-31151093,E3,E4,OK,0.128891,8.692,6.07546,16.1655,5.00E-05,0.000167183
ADD1,chr4:2845583-2931802,E3,E4,OK,85.754,73.8392,-0.215816,-1.49306,0.0083,0.018667
ADD2,chr2:70889215-70995375,E3,E4,OK,1.56708,5.37345,1.77777,8.62968,5.00E-05,0.000167183
ADD3,chr10:111705316-111895323,E3,E4,OK,19.7616,37.0653,0.907369,6.06991,5.00E-05,0.000167183
ADGB,chr6:146920135-147136597,E3,E4,NOTEST,0.00317895,0.00450298,0.502331,0,1,1
ADH1A,chr4:100010007-100222513,E3,E4,NOTEST,0.00934325,0.097453,3.38271,0,1,1
ADH1B,chr4:100227526-100242572,E3,E4,NOTEST,0.00652176,0,#NAME?,0,1,1
ADH1C,chr4:100257648-100273917,E3,E4,NOTEST,0,0,0,0,1,1
ADH4,chr4:100010007-100222513,E3,E4,OK,0.724049,0.643589,-0.169947,-0.26744,0.6376,0.733488
ADH5,chr4:99992129-100009931,E3,E4,OK,93.8871,90.8823,-0.0469275,-0.322372,0.5689,0.673809
ADH6,chr4:100010007-100222513,E3,E4,OK,0.847576,0.580904,-0.545043,-0.664849,0.24155,0.344876
ADH7,chr4:100333417-100356667,E3,E4,NOTEST,0,0.033823,Inf,0,1,1
ADHFE1,chr8:67344717-67381044,E3,E4,OK,10.8294,6.34635,-0.770952,-4.19677,5.00E-05,0.000167183
ADI1,chr2:3501689-3523350,E3,E4,OK,39.9248,40.505,0.0208154,0.13687,0.80705,0.867116
ADIG,chr20:37209837-37217104,E3,E4,NOTEST,0,0,0,0,1,1
ADIPOQ,chr3:186560462-186576252,E3,E4,OK,0.450089,0.457919,0.0248843,0.0609109,0.9031,0.934156
ADIPOQ-AS1,chr3:186560462-186576252,E3,E4,NOTEST,0.132148,0.289136,1.12959,0,1,1
ADIPOR1,chr1:202909959-202927700,E3,E4,OK,65.4455,60.6132,-0.110661,-0.749171,0.1915,0.285595
ADIPOR2,chr12:1800246-1897845,E3,E4,OK,149.852,30.2069,-2.31058,-15.7891,5.00E-05,0.000167183
ADIRF,chr10:88728187-88769960,E3,E4,NOTEST,0.0828056,0,#NAME?,0,1,1
ADK,chr10:75910942-76469061,E3,E4,OK,25.6356,32.0284,0.321203,2.08528,5.00E-04,0.00145584
ADM,chr11:10326641-10328923,E3,E4,OK,95.7896,2.78225,-5.10555,-23.6406,5.00E-05,0.000167183
ADM2,chr22:50919984-50924866,E3,E4,OK,0.637017,0.896468,0.49292,1.71554,0.00205,0.00530233
ADM5,chr19:50191941-50194247,E3,E4,NOTEST,0.136622,0.130795,-0.0628812,0,1,1
ADNP,chr20:49506882-49547527,E3,E4,OK,25.2397,25.1769,-0.00359616,-0.0242586,0.9651,0.976663
ADNP2,chr18:77866914-77898228,E3,E4,OK,11.2633,8.54467,-0.398537,-2.59187,5.00E-05,0.000167183
ADO,chr10:64564515-64568239,E3,E4,OK,19.5359,16.9496,-0.204874,-1.35339,0.01735,0.0359771
ADORA1,chr1:203096835-203136533,E3,E4,OK,7.53617,7.82242,0.0537823,0.314056,0.5858,0.688426
ADORA2A,chr22:24823529-24890783,E3,E4,OK,1.38509,0.585314,-1.2427,-3.61644,5.00E-05,0.000167183
ADORA2A-AS1,chr22:24823529-24890783,E3,E4,OK,0.737828,0.546333,-0.433506,-0.883544,0.1283,0.204857
ADORA2B,chr17:15848230-15879210,E3,E4,OK,3.43817,3.55299,0.0473924,0.209674,0.7124,0.795183
ADORA3,chr1:112025969-112106597,E3,E4,NOTEST,0,0,0,0,1,1
ADPGK,chr15:73043707-73090540,E3,E4,OK,14.4076,15.1604,0.073472,0.450365,0.43715,0.551091
ADPGK-AS1,chr15:73043707-73090540,E3,E4,NOTEST,0.376528,0.301202,-0.322028,0,1,1
ADPRH,chr3:119298522-119308792,E3,E4,OK,0.903176,0.26336,-1.77797,-4.67891,5.00E-05,0.000167183
ADPRHL1,chr13:114076259-114107839,E3,E4,OK,0.632118,0.551386,-0.197131,-0.402159,0.44025,0.554212
ADPRHL2,chr1:36554452-36559533,E3,E4,OK,13.6112,17.3983,0.354152,2.11101,2.00E-04,0.000620378
ADPRM,chr17:10600926-10614875,E3,E4,OK,5.10717,4.66099,-0.131888,-0.598956,0.2938,0.403197
ADRA1A,chr8:26605666-26722922,E3,E4,OK,0.7724,1.14424,0.566972,1.75463,0.00255,0.00648014
ADRA1B,chr5:159343739-159400017,E3,E4,OK,0.0524456,2.16499,5.36739,4.70904,0.0026,0.00656632
ADRA1D,chr20:4201277-4229659,E3,E4,OK,0.10803,1.40714,3.70326,5.37713,5.00E-05,0.000167183
ADRA2A,chr10:112836789-112840662,E3,E4,OK,0.0116892,0.893033,6.25547,3.12221,0.0026,0.00656632
ADRA2B,chr2:96778622-96781888,E3,E4,NOTEST,0,0.0494563,Inf,0,1,1
ADRA2C,chr4:3768295-3770253,E3,E4,OK,0.0580969,1.2684,4.4484,3.70189,0.0026,0.00656632
ADRB1,chr10:115803805-115806667,E3,E4,NOTEST,0.0161332,0.111583,2.79001,0,1,1
ADRB2,chr5:148206155-148208197,E3,E4,NOTEST,0,0.079411,Inf,0,1,1
ADRB3,chr8:37820513-37824184,E3,E4,NOTEST,0.0966991,0.123123,0.348526,0,1,1
ADRBK1,chr11:67033904-67054029,E3,E4,OK,18.3253,15.4609,-0.245211,-1.60362,0.00485,0.0114699
ADRBK2,chr22:25960860-26125258,E3,E4,OK,5.16321,2.73008,-0.919323,-5.71244,5.00E-05,0.000167183
ADRM1,chr20:60878026-60883918,E3,E4,OK,64.2076,71.6662,0.15855,1.05921,0.0638,0.11294
ADSL,chr22:40742503-40762575,E3,E4,OK,52.4807,54.7885,0.0620851,0.406569,0.4753,0.588619
ADSS,chr1:244571793-244615436,E3,E4,OK,35.2787,21.9769,-0.682806,-4.53256,5.00E-05,0.000167183
ADSSL1,chr14:105190533-105213647,E3,E4,OK,3.07273,2.62087,-0.229476,-0.925226,0.1031,0.170609
ADTRP,chr6:11713887-11779280,E3,E4,NOTEST,0.0632897,0.102204,0.69141,0,1,1
AEBP1,chr7:44143959-44154159,E3,E4,OK,22.0288,38.8743,0.819428,5.52612,5.00E-05,0.000167183
AEBP2,chr12:19592607-19675173,E3,E4,OK,7.95017,6.38395,-0.316535,-1.95544,0.00085,0.00236111
AEN,chr15:89164526-89175512,E3,E4,OK,17.8793,17.663,-0.0175664,-0.114455,0.8371,0.889082
AES,chr19:3052907-3062964,E3,E4,OK,139.377,136.513,-0.0299544,-0.206222,0.7132,0.795659
AFAP1,chr4:7755816-7941653,E3,E4,OK,4.12005,11.6355,1.4978,9.51647,5.00E-05,0.000167183
AFAP1-AS1,chr4:7755816-7941653,E3,E4,NOTEST,0.0758341,0.113043,0.575947,0,1,1
AFAP1L1,chr5:148651400-148721367,E3,E4,NOTEST,0.11392,0.370844,1.70279,0,1,1
AFAP1L2,chr10:116054582-116164515,E3,E4,NOTEST,0.0430225,0.151014,1.81152,0,1,1
AFF1,chr4:87856153-88062206,E3,E4,OK,8.7677,6.16447,-0.508222,-3.35935,5.00E-05,0.000167183
AFF2,chrX:147582138-148082193,E3,E4,OK,4.4318,1.45191,-1.60994,-9.77716,5.00E-05,0.000167183
AFF3,chr2:100163715-100759037,E3,E4,OK,10.9343,4.75195,-1.20228,-7.85354,5.00E-05,0.000167183
AFF4,chr5:132211070-132299354,E3,E4,OK,23.4085,26.2064,0.162883,1.11902,0.05155,0.0939082
AFG3L1P,chr16:90036182-90067195,E3,E4,OK,4.7989,4.48143,-0.0987448,-0.376407,0.51035,0.620856
AFG3L2,chr18:12328942-12377275,E3,E4,OK,32.3009,23.9688,-0.430419,-2.88146,5.00E-05,0.000167183
AFM,chr4:74347461-74369718,E3,E4,NOTEST,0,0,0,0,1,1
AFMID,chr17:76183397-76203782,E3,E4,OK,4.78279,4.73865,-0.0133774,-0.0591442,0.91695,0.943634
AFP,chr4:74301932-74321492,E3,E4,NOTEST,0,0.101335,Inf,0,1,1
AFTPH,chr2:64751438-64820138,E3,E4,OK,8.61486,8.54366,-0.0119738,-0.0748072,0.8957,0.928792
AGA,chr4:178351928-178363657,E3,E4,OK,8.85773,9.1693,0.049874,0.284543,0.62665,0.723537
AGAP1,chr2:236402732-237040444,E3,E4,OK,11.7583,9.33573,-0.332842,-2.23958,2.00E-04,0.000620378
AGAP11,chr10:88728187-88769960,E3,E4,NOTEST,0.142068,0.10688,-0.410586,0,1,1
AGAP2,chr12:58118075-58135944,E3,E4,OK,0.508634,0.772967,0.603778,1.81779,0.00265,0.00667584
AGAP3,chr7:150783825-150841523,E3,E4,OK,21.1845,21.5144,0.0222943,0.139071,0.80425,0.865031
AGAP4,chr10:46321049-46342921,E3,E4,NOTEST,0.0636213,0.052522,-0.276589,0,1,1
AGAP5,chr10:75434032-75457554,E3,E4,OK,0.880955,0.846882,-0.0569082,-0.184694,0.7495,0.824286
AGAP6,chr10:51748077-51770259,E3,E4,OK,1.93916,1.91496,-0.0181181,-0.0760675,0.89095,0.925646
AGAP7,chr10:51464150-51486327,E3,E4,NOTEST,0.0498069,0.00513936,-3.27668,0,1,1
AGAP8,chr10:51026324-51371331,E3,E4,NOTEST,0.354071,0.350145,-0.0160825,0,1,1
AGAP9,chr10:48215723-48237508,E3,E4,NOTEST,0,0,0,0,1,1
AGBL1,chr15:86685241-87572283,E3,E4,NOTEST,0,0.0181667,Inf,0,1,1
AGBL2,chr11:47681142-47736928,E3,E4,NOTEST,0.246502,0.211007,-0.224309,0,1,1
AGBL3,chr7:134671258-134820530,E3,E4,NOTEST,0.116403,0.0501256,-1.2155,0,1,1
AGBL4,chr1:48998526-50489626,E3,E4,NOTEST,0.0400687,0.0777145,0.955709,0,1,1
AGBL5,chr2:27274490-27294567,E3,E4,OK,22.278,26.4991,0.250326,0.860334,0.1368,0.216143
AGER,chr6_ssto_hap7:3496472-3499827,E3,E4,OK,2.95408,1.29867,-1.18567,-3.48396,5.00E-05,0.000167183
AGFG1,chr2:228336847-228425938,E3,E4,OK,12.5074,12.8073,0.0341825,0.232161,0.6863,0.774756
AGFG2,chr7:100136833-100165843,E3,E4,OK,6.42173,4.95351,-0.374509,-2.27313,5.00E-05,0.000167183
AGGF1,chr5:76326209-76361058,E3,E4,OK,13.2145,11.4728,-0.203907,-1.3307,0.02075,0.0422613
AGK,chr7:141251077-141354209,E3,E4,OK,16.158,14.8917,-0.117733,-0.754525,0.18945,0.283237
AGL,chr1:100315639-100389579,E3,E4,OK,6.09816,5.88895,-0.0503645,-0.320338,0.56905,0.673828
AGMAT,chr1:15853351-15911605,E3,E4,OK,1.83662,1.97433,0.104309,0.217403,0.7074,0.791827
AGMO,chr7:15239942-15601640,E3,E4,OK,0.427276,0.397481,-0.104281,-0.237486,0.6745,0.764923
AGO1,chr1:36348809-36389899,E3,E4,OK,15.7,14.9501,-0.0706091,-0.47706,0.396,0.51051
AGO2,chr8:141541263-141645646,E3,E4,OK,4.94601,4.17651,-0.243968,-1.358,0.0175,0.0362483
AGO3,chr1:36396682-36522063,E3,E4,OK,3.82732,4.25617,0.15322,0.837906,0.1442,0.225897
AGO4,chr1:36273827-36323490,E3,E4,OK,3.92517,3.3149,-0.243788,-1.47025,0.00995,0.02194
AGPAT1,chr6_ssto_hap7:3468303-3493616,E3,E4,OK,62.6289,75.8619,0.276547,1.6823,0.0035,0.00856286
AGPAT2,chr9:139567594-139581911,E3,E4,OK,17.072,14.9501,-0.191476,-1.13676,0.0464,0.0856109
AGPAT3,chr21:45285115-45407475,E3,E4,OK,15.1234,21.5203,0.508916,3.43376,5.00E-05,0.000167183
AGPAT4,chr6:161551056-161695107,E3,E4,OK,6.75313,9.73451,0.527553,3.43555,5.00E-05,0.000167183
AGPAT4-IT1,chr6:161551056-161695107,E3,E4,OK,0.933269,0.992029,0.0880902,0.0859211,0.88515,0.922095
AGPAT5,chr8:6565877-6619021,E3,E4,OK,19.6973,16.8558,-0.224747,-1.51332,0.00815,0.0183515
AGPAT6,chr8:41435706-41482520,E3,E4,OK,12.9531,12.6677,-0.0321433,-0.21469,0.7048,0.789616
AGPAT9,chr4:84457066-84527027,E3,E4,OK,2.39344,0.30238,-2.98465,-5.61336,5.00E-05,0.000167183
AGPHD1,chr15:78799905-78829715,E3,E4,OK,0.534219,2.06777,1.95257,3.06829,0.00025,0.000762626
AGPS,chr2:178257470-178408564,E3,E4,OK,12.7067,15.6333,0.299034,2.01875,2.00E-04,0.000620378
AGR2,chr7:16832263-16844738,E3,E4,NOTEST,0,0.0146776,Inf,0,1,1
AGR3,chr7:16899029-16921613,E3,E4,NOTEST,0,0.127073,Inf,0,1,1
AGRN,chr1:955502-991499,E3,E4,OK,46.426,53.8228,0.213286,1.46897,0.01055,0.0231346
AGRP,chr16:67516473-67517716,E3,E4,NOTEST,0.285289,0.126912,-1.1686,0,1,1
AGSK1,chr15:82944792-82986427,E3,E4,NOTEST,0.0524854,0.0411382,0.885149,0,1,1
AGT,chr1:230838271-230850336,E3,E4,OK,0.671111,12.1846,4.18236,15.9027,5.00E-05,0.000167183
AGTPBP1,chr9:88161453-88356944,E3,E4,OK,12.0974,9.5257,-0.344805,-2.2207,0.00015,0.000473552
AGTR1,chr3:148415657-148460790,E3,E4,NOTEST,0,0.00707141,Inf,0,1,1
AGTR2,chrX:115301957-115306225,E3,E4,NOTEST,0,0,0,0,1,1
AGTRAP,chr1:11796141-11810828,E3,E4,OK,15.919,31.031,0.962961,5.61698,5.00E-05,0.000167183
AGXT,chr2:241808161-241818536,E3,E4,NOTEST,0,0.022282,Inf,0,1,1
AGXT2,chr5:34998205-35048240,E3,E4,NOTEST,0,0,0,0,1,1
AGXT2L1,chr4:109663201-109684235,E3,E4,NOTEST,0.134977,0.0453136,-1.5747,0,1,1
AGXT2L2,chr5:177631507-177659803,E3,E4,OK,10.4678,9.39135,-0.15655,-0.337377,0.55815,0.664202
AHCTF1,chr1:247002401-247094726,E3,E4,OK,3.2963,3.2003,-0.0426405,-0.260824,0.64665,0.740682
AHCTF1P1,chr2:162355577-162364413,E3,E4,NOTEST,0.0104077,0.00852842,-0.287303,0,1,1
AHCY,chr20:32868070-32899608,E3,E4,OK,210.849,75.1539,-1.48829,-10.1891,5.00E-05,0.000167183
AHCYL1,chr1:110527386-110566364,E3,E4,OK,120.206,110.141,-0.126165,-0.866529,0.1314,0.208989
AHCYL2,chr7:128864854-129070052,E3,E4,OK,18.4381,13.8609,-0.411667,-2.73339,5.00E-05,0.000167183
AHDC1,chr1:27860755-27930143,E3,E4,OK,2.69368,3.26721,0.278482,1.60873,0.0055,0.012872
AHI1,chr6:135605109-135818903,E3,E4,OK,6.921,5.8114,-0.252095,-1.54728,0.0065,0.0149985
AHNAK,chr11:62201013-62314332,E3,E4,OK,62.4835,29.1854,-1.09823,-4.4998,5.00E-05,0.000167183
AHNAK2,chr14:105403590-105444694,E3,E4,OK,1.51224,4.84418,1.67956,10.7162,5.00E-05,0.000167183
AHR,chr7:17338275-17385775,E3,E4,OK,5.00628,7.86504,0.651714,4.11914,5.00E-05,0.000167183
AHRR,chr5:271735-438405,E3,E4,OK,1.74713,0.852843,-1.03464,-2.03193,0.00065,0.0018484
AHSA1,chr14:77924372-77935815,E3,E4,OK,61.3776,74.9316,0.287864,1.92521,7.00E-04,0.00197903
AHSA2,chr2:61404554-61697849,E3,E4,OK,14.1956,10.8347,-0.389784,-0.94676,0.1005,0.166874
AHSG,chr3:186330849-186339107,E3,E4,NOTEST,0.00884547,0.0522547,2.56255,0,1,1
AHSP,chr16:31539202-31540124,E3,E4,NOTEST,0,0,0,0,1,1
AICDA,chr12:8754761-8765442,E3,E4,OK,0.54588,0.758238,0.474067,1.43394,0.01545,0.0324607
AIDA,chr1:222841354-222885864,E3,E4,OK,39.1589,33.2391,-0.23646,-1.59446,0.00445,0.0106338
AIF1,chr6_ssto_hap7:2913800-2915605,E3,E4,NOTEST,0,0.00888953,Inf,0,1,1
AIF1L,chr9:133971862-133998539,E3,E4,OK,14.4443,2.08305,-2.79373,-14.7883,5.00E-05,0.000167183
AIFM1,chrX:129263337-129299861,E3,E4,OK,17.5082,20.0146,0.193024,1.21626,0.0344,0.0658686
AIFM2,chr10:71812356-71892690,E3,E4,OK,4.32824,4.2526,-0.0254367,-0.0632984,0.90905,0.938767
AIFM3,chr22:21319417-21335649,E3,E4,NOTEST,0.0574718,0.0413178,-0.47609,0,1,1
AIG1,chr6:143382022-143661441,E3,E4,OK,16.7781,23.6512,0.495337,2.96214,5.00E-05,0.000167183
AIM1,chr6:106959729-107018334,E3,E4,OK,3.09013,1.91537,-0.690044,-3.93739,5.00E-05,0.000167183
AIM1L,chr1:26648349-26680621,E3,E4,NOTEST,0,0.00900996,Inf,0,1,1
AIM2,chr1:159032274-159046647,E3,E4,NOTEST,0.0189199,0.327745,4.1146,0,1,1
AIMP1,chr4:106967232-107270381,E3,E4,OK,21.892,19.5638,-0.162216,-0.746884,0.1968,0.291828
AIMP2,chr7:6048881-6098860,E3,E4,OK,12.8438,17.016,0.405818,0.822654,0.15,0.233481
AIP,chr11:67250504-67258579,E3,E4,OK,47.5452,40.8669,-0.218368,-1.40804,0.01475,0.0311896
AIPL1,chr17:6327058-6338519,E3,E4,OK,0.588961,0.635846,0.110504,0.319819,0.5751,0.679713
AIRE,chr21:45705720-45718102,E3,E4,NOTEST,0.289026,0.39745,0.459574,0,1,1
AIRN,chr6:160390130-160527583,E3,E4,NOTEST,0.00678195,0.00343834,-0.979987,0,1,1
AJAP1,chr1:4715104-4843851,E3,E4,NOTEST,0.05177,0.23832,2.20271,0,1,1
AJUBA,chr14:23440409-23451848,E3,E4,OK,14.9935,28.1361,0.908088,5.89411,5.00E-05,0.000167183
AK1,chr9:130628758-130640022,E3,E4,OK,29.2595,37.7961,0.369332,2.44841,1.00E-04,0.00032265
AK2,chr1:33473540-33502512,E3,E4,OK,39.6264,32.1306,-0.302512,-2.02761,3.00E-04,0.00090347
