Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000189266,PNRC2,55,0.13864,52,0.04815,47,-0.1117,47,-0.1268,28,-0.9405,81,0.76488,63,0.34448,57,0.17767,53,0.07176
ENSG00000188529,SRSF10,40,-0.4563,61,0.18311,46,-0.2927,53,-0.0388,73,0.53360,76,0.53734,35,-0.6722,50,-0.1252,45,-0.2942
ENSG00000001461,NIPAL3,142,1.80145,12,-2.0982,55,0.20738,31,-0.7532,42,-0.2643,57,0.23835,44,-0.1727,50,0.04937,26,-0.9580
ENSG00000133226,SRRM1,89,1.00583,23,-1.1365,33,-0.6073,48,0.00639,47,-0.0207,43,-0.1794,78,0.78572,45,-0.0923,40,-0.2825
ENSG00000169504,CLIC4,347,3.54706,14,-2.0699,12,-2.3986,6,-3.2831,7,-3.0759,121,1.27529,54,-0.0483,65,0.23176,17,-1.7587
ENSG00000117614,SYF2,64,0.15242,66,0.20707,49,-0.2942,54,-0.1293,41,-0.5766,98,0.84582,73,0.36081,64,0.13975,45,-0.4067
ENSG00000117616,RSRP1,81,0.38023,46,-0.4802,83,0.47857,88,0.57611,41,-0.7034,80,0.36443,33,-1.0164,44,-0.5545,53,-0.2737
ENSG00000183726,TMEM50A,140,0.89687,34,-1.3130,42,-1.0687,74,-0.1353,95,0.28695,138,0.88072,94,0.25334,78,-0.0353,58,-0.5084
ENSG00000204178,MACO1,41,1.02541,15,-0.5761,29,0.50393,28,0.41126,17,-0.4065,8,-1.4982,4,-2.4209,28,0.40459,18,-0.2958
ENSG00000117643,MAN1C1,48,0.32816,10,-2.0835,32,-0.3188,64,0.88125,62,0.83695,56,0.56302,16,-1.3739,13,-1.6211,11,-1.8288
ENSG00000162430,SELENON,80,0.67200,39,-0.4675,54,0.06122,47,-0.1896,35,-0.6747,84,0.74477,39,-0.4577,53,0.01452,63,0.29301
ENSG00000117640,MTFR1L,63,-0.1441,61,-0.2007,72,0.05957,85,0.35385,61,-0.2208,50,-0.4979,87,0.35419,50,-0.5153,87,0.34908
ENSG00000182749,PAQR7,8,-0.7115,9,-0.5770,17,0.39797,15,0.09567,13,-0.1148,14,0.01168,11,-0.3739,16,0.21845,17,0.35655
ENSG00000117632,STMN1,715,-0.7928,1828,0.68417,1624,0.55020,1336,0.19469,1466,0.36114,569,-1.1369,1563,0.42864,465,-1.4394,349,-1.8635
ENSG00000158008,EXTL1,4,-3.7267,83,0.77521,92,1.08275,51,-0.0001,46,-0.2011,26,-1.0442,41,-0.3669,47,-0.1478,38,-0.4540
ENSG00000175087,PDIK1L,4,-1.6634,15,0.12940,27,1.23980,17,0.41313,15,0.12662,3,-2.0638,9,-0.6357,3,-2.0684,12,-0.1953
ENSG00000142684,ZNF593,31,-0.0531,54,0.85929,31,-0.0143,26,-0.3391,38,0.29350,16,-1.0727,47,0.64091,26,-0.2962,17,-0.9589
ENSG00000142669,SH3BGRL3,187,-0.6895,527,0.95823,407,0.59280,137,-1.2347,107,-1.6239,393,0.47111,519,0.93098,283,-0.0529,299,0.03712
ENSG00000158062,UBXN11,6,-2.8053,39,0.00885,44,0.20964,65,0.94269,37,-0.0816,41,0.09473,51,0.43773,14,-1.5051,23,-0.7965
ENSG00000117682,DHDDS,10,-1.3158,35,0.52059,32,0.38833,34,0.51503,31,0.38022,17,-0.6367,16,-0.6743,9,-1.5267,22,-0.1988
ENSG00000198830,HMGN2,289,1.08533,113,-0.4259,123,-0.3217,153,0.04751,107,-0.5549,205,0.51375,132,-0.1860,169,0.20476,111,-0.4563
ENSG00000117713,ARID1A,50,-0.2196,71,0.32905,86,0.70310,40,-0.6160,58,0.00693,71,0.31575,30,-1.0191,40,-0.5657,66,0.19500
ENSG00000204160,ZDHHC18,28,-0.4370,22,-0.7518,42,0.24164,40,0.11841,51,0.56051,45,0.31795,32,-0.2355,23,-0.7468,28,-0.4206
ENSG00000142751,GPN2,17,-0.2198,21,0.11469,22,0.21084,33,0.95214,13,-0.6177,20,0.07725,4,-2.1294,17,-0.1468,17,-0.2293
ENSG00000090273,NUDC,139,-0.3430,204,0.26297,206,0.30627,188,0.15070,140,-0.3511,153,-0.1882,232,0.46579,132,-0.4132,145,-0.2741
ENSG00000253368,TRNP1,10,-2.8366,93,0.41901,88,0.36318,93,0.46497,91,0.42221,37,-1.0180,106,0.63807,24,-1.6451,44,-0.7405
ENSG00000090020,SLC9A1,5,-2.5820,52,0.76244,38,0.30652,45,0.62377,18,-0.9560,48,0.62742,19,-0.7553,13,-1.3176,44,0.51067
ENSG00000142784,WDTC1,29,-0.3905,33,-0.1864,51,0.53718,22,-0.8947,32,-0.2534,47,0.35750,40,0.09723,29,-0.4092,63,0.82137
ENSG00000186501,TMEM222,82,0.01962,61,-0.4241,98,0.34521,106,0.48247,70,-0.2436,64,-0.3691,63,-0.3979,62,-0.4127,90,0.16392
ENSG00000142765,SYTL1,13,0.52404,0,-6.9301,8,-0.2398,13,0.53464,0,-5.7959,0,-6.1561,0,-5.6667,29,1.90545,29,1.90108
ENSG00000158195,WASF2,89,1.79793,7,-2.1727,14,-1.2078,13,-1.3806,11,-1.6316,96,1.93483,31,0.02835,31,0.00720,38,0.31999
ENSG00000126705,AHDC1,26,-0.9666,64,0.44712,97,1.32713,44,-0.1575,32,-0.6884,25,-0.9789,26,-0.9300,27,-0.9089,66,0.48512
ENSG00000126709,IFI6,92,-0.6219,108,-0.3781,124,-0.1740,98,-0.5663,62,-1.3022,367,1.65033,230,0.82892,140,0.02547,146,0.09528
ENSG00000009780,FAM76A,33,0.71643,15,-0.5629,27,0.43146,30,0.58519,6,-2.0332,13,-0.7371,36,0.83823,12,-0.8000,21,-0.0424
ENSG00000117758,STX12,97,-0.1114,154,0.63182,141,0.54109,83,-0.3829,89,-0.2614,85,-0.3071,132,0.38057,71,-0.5960,83,-0.3512
ENSG00000117751,PPP1R8,53,0.96789,28,-0.0470,49,0.95628,25,-0.2624,20,-0.6079,9,-1.6653,8,-1.9275,22,-0.4061,40,0.50498
ENSG00000117748,RPA2,60,-0.1962,50,-0.4595,47,-0.5924,102,0.74512,85,0.40635,120,0.92662,44,-0.6664,43,-0.7090,26,-1.4325
ENSG00000126698,DNAJC8,121,-0.1216,149,0.19648,144,0.15673,133,0.02512,118,-0.1873,99,-0.4435,223,0.85948,100,-0.4279,95,-0.5054
ENSG00000130770,ATP5IF1,161,-1.8123,820,0.69101,338,-0.7601,695,0.47027,864,0.88553,519,-0.0430,659,0.33672,277,-1.0034,172,-1.7138
ENSG00000130766,SESN2,14,-0.4436,14,-0.3813,28,0.79479,23,0.43432,21,0.27160,23,0.35298,3,-2.6617,4,-2.2093,15,-0.2766
ENSG00000242125,SNHG3,20,0.51124,29,1.16204,16,0.14979,11,-0.4460,13,-0.1782,23,0.76805,3,-2.2456,7,-1.0104,10,-0.5001
ENSG00000180098,TRNAU1AP,13,-0.9060,21,-0.1222,40,1.01174,19,-0.3258,15,-0.6659,47,1.13767,14,-0.7652,13,-0.8125,20,-0.2061
ENSG00000197989,SNHG12,30,0.70422,12,-0.6904,19,-0.0292,13,-0.6882,15,-0.3698,21,0.15808,18,-0.1303,39,1.15793,16,-0.2300
ENSG00000120656,TAF12,8,-1.1018,11,-0.6299,24,0.72397,21,0.44799,17,0.08644,22,0.44917,0,-6.4452,17,0.05271,13,-0.3073
ENSG00000198492,YTHDF2,55,-0.4542,77,0.05784,124,0.93222,88,0.30054,62,-0.3106,51,-0.5954,52,-0.5420,54,-0.5084,56,-0.4349
ENSG00000116350,SRSF4,45,-0.1890,44,-0.2277,65,0.42427,41,-0.3664,49,-0.0577,71,0.51273,46,-0.1672,51,-0.0106,46,-0.1745
ENSG00000116353,MECR,38,0.06766,47,0.39385,32,-0.2092,46,0.39197,51,0.60078,13,-1.5732,35,-0.0502,21,-0.8262,26,-0.5332
ENSG00000060656,PTPRU,7,-1.8934,37,0.63836,65,1.97291,15,-0.8260,2,-3.7568,23,-0.0624,10,-1.3723,10,-1.2610,43,0.90913
ENSG00000162511,LAPTM5,103,1.41760,20,-1.1585,39,-0.2157,10,-2.2148,10,-2.2513,73,0.82335,76,0.88167,98,1.33136,36,-0.3011
ENSG00000162512,SDC3,157,-0.4269,148,-0.5224,262,0.41784,215,0.06596,257,0.38259,229,0.15880,72,-1.6012,168,-0.3217,242,0.24621
ENSG00000134644,PUM1,66,-1.1865,179,0.34887,270,1.18606,166,0.25788,88,-0.8091,71,-1.0755,80,-0.8991,100,-0.5582,179,0.34732
ENSG00000060688,SNRNP40,32,0.68540,21,0.01180,19,-0.1035,21,-0.0039,30,0.66289,8,-1.3562,23,0.13639,6,-1.7064,18,-0.2171
ENSG00000121766,ZCCHC17,40,-1.8068,178,0.46335,173,0.47031,157,0.28831,99,-0.4945,132,-0.0096,170,0.39579,102,-0.4060,115,-0.2314
ENSG00000121769,FABP3,24,-2.3504,245,1.23139,148,0.43381,121,0.07837,202,1.03065,33,-1.8758,69,-0.7873,31,-1.9608,45,-1.4390
ENSG00000162517,PEF1,38,-1.1272,91,0.22462,80,0.01385,93,0.28228,99,0.39505,79,0.00889,83,0.07143,50,-0.6873,64,-0.3240
ENSG00000084636,COL16A1,132,1.90945,31,-0.5023,38,-0.2014,25,-0.8717,17,-1.4471,56,0.41355,54,0.34448,49,0.18802,33,-0.3930
ENSG00000121753,ADGRB2,57,-2.2179,300,0.28349,348,0.58645,275,0.15640,363,0.66356,149,-0.8053,147,-0.8250,110,-1.2587,279,0.16576
ENSG00000184007,PTP4A2,670,2.41965,126,-0.4637,144,-0.2892,98,-0.9132,104,-0.8189,55,-1.6984,167,-0.0269,213,0.35267,121,-0.5289
ENSG00000121774,KHDRBS1,120,0.03147,94,-0.3406,115,-0.0334,171,0.68468,110,-0.1143,104,-0.1841,70,-0.7917,100,-0.2433,127,0.12183
ENSG00000121775,TMEM39B,13,-0.4634,39,1.30591,21,0.28192,21,0.26772,10,-0.9355,3,-2.3859,32,0.94884,5,-1.9421,17,-0.0483
ENSG00000025800,KPNA6,30,-0.5150,47,0.20127,61,0.68928,36,-0.2276,42,0.01972,8,-2.3933,86,1.17305,19,-1.1871,31,-0.4666
ENSG00000084652,TXLNA,40,0.43214,32,0.08279,40,0.47412,26,-0.3035,35,0.22755,23,-0.4413,17,-0.8544,24,-0.3899,30,-0.0481
ENSG00000160050,CCDC28B,34,0.90166,15,-0.3849,14,-0.5473,13,-0.6151,23,0.26498,9,-1.2090,14,-0.4597,38,1.05408,24,0.31305
ENSG00000084623,EIF3I,65,-0.7033,75,-0.4843,119,0.26633,119,0.26805,98,-0.0694,173,0.84164,61,-0.7900,93,-0.1437,88,-0.2299
ENSG00000116478,HDAC1,31,0.96664,19,0.16425,4,-2.0130,14,-0.3051,0,-4.3715,56,2.06158,8,-1.1234,29,0.87821,21,0.32540
ENSG00000175130,MARCKSL1,1222,2.43680,218,-0.5357,131,-1.3877,305,-0.0212,129,-1.4127,292,-0.0842,105,-1.6299,398,0.40505,336,0.13334
ENSG00000160058,BSDC1,69,-0.0622,48,-0.6149,92,0.43690,93,0.47239,76,0.10611,50,-0.5504,44,-0.7384,49,-0.5823,77,0.10584
ENSG00000176261,ZBTB8OS,31,-0.2394,15,-1.2780,31,-0.2333,50,0.57996,43,0.29534,41,0.18271,22,-0.7468,43,0.27970,33,-0.1559
ENSG00000162521,RBBP4,86,0.13414,60,-0.4337,84,0.10255,90,0.21823,88,0.17503,94,0.26964,52,-0.6451,51,-0.6648,84,0.09602
ENSG00000162522,KIAA1522,4,-1.7657,18,0.33334,10,-0.6677,11,-0.4769,25,0.90098,15,0.03464,6,-1.2646,20,0.41823,24,0.74035
ENSG00000134684,YARS,40,-1.3431,93,-0.0648,114,0.27744,113,0.25534,176,1.10922,66,-0.5907,58,-0.8016,46,-1.1319,58,-0.7922
ENSG00000116497,S100PBP,19,0.31530,22,0.57211,12,-0.3781,16,0.11760,10,-0.6785,31,1.13057,2,-2.9703,12,-0.3087,21,0.45387
ENSG00000121905,HPCA,28,-2.7006,224,0.42070,210,0.35136,137,-0.3873,325,1.19804,40,-2.2020,174,0.02026,105,-0.7569,150,-0.2191
ENSG00000121900,TMEM54,66,0.64579,37,-0.2376,28,-0.7075,42,-0.0676,36,-0.3360,69,0.72407,29,-0.6321,53,0.29621,59,0.46318
ENSG00000116514,RNF19B,15,-0.6283,39,0.88964,16,-0.4929,25,0.16948,40,1.08518,12,-0.9354,16,-0.5072,15,-0.5746,8,-1.4921
ENSG00000004455,AK2,93,1.75206,18,-0.9428,21,-0.6993,17,-1.0196,15,-1.2649,74,1.32855,19,-0.8066,46,0.51952,37,0.18306
ENSG00000142920,AZIN2,27,0.18052,17,-0.5554,36,0.73893,31,0.43642,16,-0.6167,33,0.51619,12,-0.9863,21,-0.2046,11,-1.2162
ENSG00000160094,ZNF362,26,0.22601,16,-0.4726,19,-0.2371,29,0.42911,13,-0.8938,48,1.23494,18,-0.3412,18,-0.3242,21,-0.1219
ENSG00000134686,PHC2,124,1.00778,56,-0.2825,69,0.06075,66,-0.0278,82,0.34925,58,-0.2219,32,-1.1352,48,-0.5126,51,-0.4035
ENSG00000121904,CSMD2,9,-0.5728,8,-0.8062,46,2.59406,4,-1.6963,3,-2.1643,6,-1.3003,7,-1.0296,12,-0.1242,15,0.11997
ENSG00000163866,SMIM12,39,-0.8989,90,0.38047,61,-0.2371,111,0.82262,84,0.30933,99,0.53495,23,-1.6969,33,-1.1578,51,-0.5125
ENSG00000116544,DLGAP3,2,-4.2500,20,-1.1720,55,0.46322,42,-0.0268,68,0.84791,14,-1.6437,15,-1.5164,52,0.31929,77,0.96369
ENSG00000163867,ZMYM6,21,0.51071,15,-0.0770,21,0.57066,16,0.05739,17,0.20486,2,-2.8050,10,-0.6890,13,-0.2990,15,-0.0186
ENSG00000116560,SFPQ,212,0.37778,192,0.22125,157,-0.1107,200,0.31508,148,-0.2119,165,-0.0247,135,-0.3303,159,-0.0800,135,-0.3376
ENSG00000146463,ZMYM4,29,-0.6221,77,0.89571,43,-0.0223,68,0.79312,17,-1.5239,34,-0.3984,57,0.39605,35,-0.3366,39,-0.1834
ENSG00000142687,KIAA0319L,38,-0.5279,43,-0.3165,54,0.01232,67,0.41206,52,-0.0267,64,0.27961,57,0.11785,36,-0.6023,54,0.02817
ENSG00000020129,NCDN,71,-3.1053,610,0.10077,687,0.32179,882,0.78874,769,0.52691,271,-1.1425,248,-1.2753,267,-1.1658,725,0.37638
ENSG00000126067,PSMB2,92,-0.4299,79,-0.6636,161,0.50604,149,0.36945,180,0.71324,112,-0.1190,36,-1.8075,68,-0.8726,86,-0.5308
ENSG00000142686,C1orf216,17,-2.1063,100,0.58836,103,0.71045,80,0.25278,64,-0.1306,42,-0.7722,52,-0.4537,33,-1.1070,93,0.47698
ENSG00000134698,AGO4,21,0.23978,10,-0.8347,12,-0.7143,32,1.02293,8,-1.3367,24,0.42732,24,0.44028,23,0.37446,13,-0.5254
ENSG00000092847,AGO1,42,0.40400,40,0.32406,41,0.39873,34,0.07899,22,-0.6170,27,-0.2956,35,0.08875,31,-0.0576,21,-0.6550
ENSG00000126070,AGO3,38,1.38483,1,-4.0999,20,0.37368,16,-0.0099,13,-0.3335,0,-6.2230,22,0.46146,25,0.68312,10,-0.6560
ENSG00000116863,ADPRHL2,13,-0.7215,12,-0.8211,20,-0.0833,27,0.48760,23,0.17826,32,0.69632,18,-0.1926,14,-0.6071,19,-0.1023
ENSG00000054116,TRAPPC3,53,-0.1438,39,-0.6132,63,0.13850,82,0.63518,62,0.10901,48,-0.2791,34,-0.7935,43,-0.4689,64,0.15385
ENSG00000116871,MAP7D1,304,0.79159,289,0.71215,179,-0.0600,192,0.05631,199,0.12068,106,-0.8682,120,-0.6795,128,-0.5788,143,-0.4072
ENSG00000054118,THRAP3,67,0.12479,70,0.19792,84,0.54626,66,0.12005,37,-0.8282,50,-0.3202,66,0.08845,58,-0.0915,56,-0.1663
ENSG00000196182,STK40,20,-0.0517,19,-0.1618,28,0.51308,22,0.09758,13,-0.6949,13,-0.6983,36,0.87617,15,-0.4954,20,-0.0779
ENSG00000181817,LSM10,38,-0.3964,57,0.23877,42,-0.2799,48,-0.0439,50,0.02280,90,0.97648,57,0.22481,40,-0.3069,29,-0.8033
ENSG00000116885,OSCP1,9,-0.9223,31,0.93438,17,-0.0344,25,0.62412,28,0.87007,2,-3.2476,0,-5.3571,13,-0.4094,13,-0.4167
ENSG00000116898,MRPS15,42,-0.5052,92,0.73471,47,-0.3500,48,-0.3182,55,-0.0901,54,-0.1217,90,0.70752,67,0.22938,51,-0.1926
ENSG00000163873,GRIK3,0,-7.7503,14,-1.0201,93,2.54414,9,-1.7123,18,-0.7575,4,-2.8631,28,-0.0040,13,-1.1186,41,0.57528
ENSG00000163875,MEAF6,59,-1.1528,203,0.75545,123,-0.0532,177,0.60296,160,0.40921,76,-0.7939,80,-0.6994,76,-0.7943,107,-0.2596
ENSG00000163877,SNIP1,21,0.44015,11,-0.5819,14,-0.2277,20,0.44047,10,-0.7778,36,1.34680,7,-1.1567,5,-1.6017,22,0.48789
ENSG00000134697,GNL2,23,0.53425,6,-1.3760,18,0.23440,37,1.58986,15,-0.1356,1,-3.9004,0,-4.8701,12,-0.4113,11,-0.6046
ENSG00000116922,C1orf109,11,-0.3971,13,-0.0880,15,0.05536,17,0.25061,23,0.81219,9,-0.7302,13,-0.0949,11,-0.3626,6,-1.2822
ENSG00000183317,EPHA10,7,-1.0630,10,-0.4511,11,-0.4188,19,0.49251,27,1.22023,1,-3.8185,14,0.01153,10,-0.4478,13,-0.1539
ENSG00000185090,MANEAL,13,-1.5792,36,-0.0154,46,0.40464,42,0.25195,66,1.08591,17,-1.1545,23,-0.6993,14,-1.4843,28,-0.3982
ENSG00000196449,YRDC,12,-0.5711,14,-0.3281,18,0.07633,18,0.11328,28,0.91384,19,0.15655,8,-1.0407,10,-0.7871,13,-0.3929
ENSG00000197982,C1orf122,475,1.04201,248,-0.0173,169,-0.6534,209,-0.3123,217,-0.2489,206,-0.3042,323,0.40219,336,0.46956,231,-0.1304
ENSG00000183431,SF3A3,50,0.16740,47,0.06883,42,-0.0980,47,0.10111,47,0.09608,50,0.15840,38,-0.2561,43,-0.0496,36,-0.3511
ENSG00000183520,UTP11,18,-1.1328,27,-0.4772,33,-0.2226,40,0.12010,47,0.40064,28,-0.4178,86,1.37782,27,-0.5024,22,-0.7877
ENSG00000116954,RRAGC,58,0.36665,37,-0.3467,51,0.20096,57,0.38839,43,-0.1250,38,-0.2779,32,-0.5557,30,-0.6692,53,0.23970
ENSG00000174574,AKIRIN1,107,0.36340,90,0.09331,102,0.32383,97,0.22251,93,0.15897,40,-1.1561,67,-0.3640,55,-0.6794,78,-0.1433
ENSG00000168653,NDUFS5,331,-1.1011,1096,0.77323,571,-0.2932,609,-0.1853,883,0.46900,510,-0.4447,1125,0.81720,586,-0.2292,371,-0.9306
ENSG00000127603,MACF1,177,0.44599,99,-0.4613,148,0.17979,85,-0.7454,106,-0.3980,205,0.67947,146,0.13437,130,-0.0457,171,0.38394
ENSG00000090621,PABPC4,66,0.39039,38,-0.4679,59,0.24482,35,-0.6175,31,-0.8053,54,0.07765,62,0.31157,82,0.76197,61,0.28567
ENSG00000116983,HPCAL4,25,-3.8294,370,0.13436,531,0.81422,526,0.79535,208,-0.8178,172,-1.0420,298,-0.2083,271,-0.3507,414,0.31189
ENSG00000084072,PPIE,49,0.31859,59,0.61656,43,0.11824,22,-0.9545,49,0.34007,58,0.59060,25,-0.7344,31,-0.3652,30,-0.4167
ENSG00000168389,MFSD2A,26,-0.5370,11,-1.8326,23,-0.7550,44,0.30858,11,-1.8176,152,2.52526,38,0.07618,25,-0.5807,30,-0.2794
ENSG00000131236,CAP1,186,0.53683,122,-0.1366,176,0.49475,147,0.17703,93,-0.5996,161,0.29837,69,-0.9988,102,-0.4119,125,-0.0996
ENSG00000131238,PPT1,96,-0.3128,64,-0.9248,84,-0.5573,146,0.38587,162,0.57456,152,0.41199,76,-0.6679,114,-0.0428,122,0.06181
ENSG00000259943,AL050341.2,17,-0.3407,15,-0.4961,18,-0.3321,19,-0.1885,35,0.87839,21,-0.0685,21,-0.0600,19,-0.1808,21,-0.0056
ENSG00000084073,ZMPSTE24,28,-0.6727,36,-0.3058,57,0.44615,37,-0.3098,42,-0.0706,57,0.41009,58,0.42504,45,0.03978,33,-0.4478
ENSG00000049089,COL9A2,159,3.73271,13,-0.9369,7,-1.8371,3,-3.0689,15,-0.7120,2,-3.1520,18,-0.4110,24,0.02642,18,-0.4230
ENSG00000084070,SMAP2,31,-1.9935,126,0.10683,149,0.40766,174,0.69640,157,0.50720,113,-0.0704,63,-0.9622,31,-1.9991,94,-0.3579
ENSG00000117016,RIMS3,17,-2.0236,62,-0.1005,83,0.41219,74,0.20456,91,0.58499,40,-0.7498,41,-0.7166,35,-0.9472,97,0.62504
ENSG00000066136,NFYC,43,-0.0084,18,-1.2907,56,0.46660,62,0.65706,50,0.25716,16,-1.5077,29,-0.6059,21,-1.0968,54,0.35211
ENSG00000179862,CITED4,23,0.60707,20,0.39294,4,-2.0255,21,0.54865,29,1.19526,0,-6.8552,13,-0.2604,7,-1.0577,13,-0.2439
ENSG00000171793,CTPS1,3,-2.8288,17,-0.1930,20,-0.0005,19,-0.0136,30,0.76533,46,1.39014,6,-1.7539,6,-1.7747,20,0.00274
ENSG00000010803,SCMH1,3,-2.1436,14,-0.1658,24,0.71343,21,0.45907,18,0.17054,11,-0.5791,14,-0.2147,13,-0.3357,12,-0.4761
ENSG00000204060,FOXO6,2,-3.1031,43,1.00470,52,1.56784,24,0.06795,0,-5.5477,48,1.16428,13,-0.8991,10,-1.2064,9,-1.4675
ENSG00000127124,HIVEP3,6,-1.7669,30,0.61928,38,1.11487,20,-0.0314,21,0.01019,5,-1.9309,22,0.08397,13,-0.6596,13,-0.7199
ENSG00000198815,FOXJ3,33,-0.9673,53,-0.2755,112,1.06446,73,0.24501,48,-0.4521,35,-0.8930,84,0.45104,20,-1.7048,66,0.07347
ENSG00000177181,RIMKLA,9,-1.6830,35,0.39853,34,0.41416,29,0.09502,57,1.40748,0,-6.6771,12,-1.2486,13,-1.1054,17,-0.6685
ENSG00000127125,PPCS,40,-0.5668,68,0.25433,59,0.05157,60,0.06652,52,-0.1809,73,0.38275,85,0.62099,45,-0.3847,38,-0.6214
ENSG00000186409,CCDC30,22,0.69958,16,0.13149,9,-0.6647,10,-0.5933,11,-0.4338,7,-1.0771,36,1.48209,23,0.71276,8,-0.8116
ENSG00000171960,PPIH,13,-0.4917,23,0.43698,21,0.28883,22,0.35482,14,-0.4108,11,-0.6578,20,0.19162,12,-0.6248,20,0.20230
ENSG00000065978,YBX1,226,1.12328,106,-0.1184,47,-1.4303,96,-0.2984,62,-0.9868,232,1.16837,156,0.50117,154,0.48106,83,-0.4964
ENSG00000164008,C1orf50,21,-0.5277,62,1.19236,24,-0.3526,28,-0.1020,23,-0.4249,34,0.18990,46,0.68375,16,-0.9068,28,-0.0858
ENSG00000177868,SVBP,22,-0.6365,47,0.52583,19,-0.9151,33,-0.0408,45,0.51416,55,0.77713,42,0.35201,23,-0.5547,20,-0.7541
ENSG00000117394,SLC2A1,80,-0.2639,31,-1.6889,23,-2.1969,31,-1.8041,42,-1.3094,576,3.47936,164,0.88759,49,-1.0044,46,-1.0963
ENSG00000117395,EBNA1BP2,35,-1.2668,79,-0.0036,73,-0.1481,105,0.49162,114,0.64443,124,0.71199,41,-1.0013,53,-0.6252,39,-1.0809
ENSG00000066322,ELOVL1,283,4.44215,7,-2.3930,14,-1.4211,5,-2.9642,5,-3.0288,30,-0.2225,0,-7.0253,35,0.01412,18,-0.9984
ENSG00000159479,MED8,22,0.24855,23,0.34525,35,1.16047,11,-0.8580,25,0.51118,7,-1.3496,5,-1.8042,13,-0.5453,11,-0.7762
ENSG00000198198,SZT2,25,0.86248,17,0.25466,21,0.64595,18,0.44050,6,-1.3014,10,-0.5879,2,-2.5283,11,-0.4000,17,0.23126
ENSG00000178922,HYI,55,1.37732,8,-1.6776,17,-0.5543,20,-0.2621,13,-0.9639,46,1.05839,10,-1.2686,40,0.82634,26,0.14163
ENSG00000142949,PTPRF,101,-0.2351,145,0.32866,141,0.32444,159,0.54371,98,-0.3101,121,0.05167,60,-1.0318,82,-0.5559,104,-0.1859
ENSG00000066135,KDM4A,22,0.27042,21,0.23975,23,0.40892,20,0.16336,18,0.00555,0,-5.8606,17,-0.1206,14,-0.4153,22,0.31629
ENSG00000126091,ST3GAL3,31,-0.3537,53,0.48892,35,-0.1886,34,-0.2458,72,1.15212,14,-1.5292,12,-1.7575,31,-0.3591,45,0.22782
ENSG00000117408,IPO13,220,1.86525,55,-0.4511,66,-0.1887,57,-0.4315,75,0.03622,46,-0.7027,53,-0.5096,62,-0.2702,50,-0.5826
ENSG00000132768,DPH2,18,0.08399,10,-0.8467,20,0.24803,23,0.53167,15,-0.1946,22,0.43174,27,0.71892,3,-2.4320,8,-1.0140
ENSG00000117410,ATP6V0B,210,-0.8775,239,-0.6796,474,0.43479,486,0.48066,605,0.89769,221,-0.8008,157,-1.3129,253,-0.5910,244,-0.6470
ENSG00000117411,B4GALT2,63,-0.1975,107,0.64182,64,-0.1902,61,-0.2615,87,0.35291,46,-0.6747,67,-0.0891,81,0.19416,69,-0.0657
ENSG00000159214,CCDC24,3,-2.7890,15,-0.5029,31,0.67265,13,-0.8126,28,0.47462,45,1.20189,14,-0.6759,13,-0.7619,22,0.07923
ENSG00000178028,DMAP1,53,-0.3497,96,0.60236,61,-0.1259,83,0.40926,75,0.22942,47,-0.5127,59,-0.1864,42,-0.6922,56,-0.2657
ENSG00000117419,ERI3,136,-0.5674,252,0.39103,271,0.57420,196,-0.0065,216,0.15792,164,-0.2838,130,-0.6375,131,-0.6316,183,-0.1107
ENSG00000187147,RNF220,176,0.74899,76,-0.5771,128,0.25865,109,-0.0297,156,0.61252,76,-0.5857,82,-0.4665,79,-0.5103,53,-1.1213
ENSG00000126106,TMEM53,11,-0.3420,5,-1.6205,17,0.23828,15,0.05851,18,0.34518,12,-0.2203,9,-0.6423,21,0.60096,16,0.12004
ENSG00000142937,RPS8,1622,0.62125,916,-0.2876,629,-0.9272,1023,-0.1279,721,-0.7086,1474,0.46536,2117,1.06815,1515,0.50893,832,-0.4367
ENSG00000117425,PTCH2,0,-4.1683,7,-1.1877,19,0.25008,37,1.57489,9,-0.8526,5,-1.6508,29,0.95129,4,-1.9057,17,0.12230
ENSG00000070785,EIF2B3,24,-0.3351,46,0.66705,38,0.38016,41,0.52750,36,0.30546,12,-1.3373,14,-1.1132,12,-1.3921,25,-0.2809
ENSG00000126107,HECTD3,14,-0.6444,18,-0.2070,40,1.16000,27,0.45381,14,-0.6560,21,-0.0433,3,-2.8199,15,-0.5360,21,-0.0114
ENSG00000126088,UROD,65,-0.4287,68,-0.3716,82,-0.0912,92,0.11203,115,0.50703,88,0.02665,105,0.31262,72,-0.2814,60,-0.5577
ENSG00000132763,MMACHC,16,0.47456,6,-0.9295,13,0.11260,10,-0.2844,17,0.65200,16,0.49238,2,-2.3871,7,-0.8441,15,0.37806
ENSG00000117450,PRDX1,669,0.78901,315,-0.4117,313,-0.4580,329,-0.3719,327,-0.3839,736,0.95082,315,-0.4133,447,0.13595,504,0.32515
