Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000174607,UGT8,13,-1.0823,1,-3.9604,4,-2.7500,37,0.52112,48,0.96063,169,3.74869,5,-2.3190,7,-1.8439,3,-2.8823,1,-4.2034
ENSG00000164100,NDST3,2,-2.8553,10,-0.4434,14,0.10766,4,-1.7283,2,-2.4109,3,-2.0498,13,0.01099,31,1.41749,40,1.87357,13,-0.0299
ENSG00000269893,SNHG8,152,0.20954,132,-0.0167,172,0.40674,156,0.24770,206,0.70627,116,-0.2122,79,-0.8108,140,0.07807,106,-0.3621,104,-0.4265
ENSG00000172403,SYNPO2,61,2.32595,9,-0.9380,3,-2.2691,11,-0.6297,5,-1.7246,57,2.20087,9,-0.9269,10,-0.6896,7,-1.1753,3,-2.4023
ENSG00000164096,C4orf3,175,-0.0098,137,-0.3900,167,-0.0876,150,-0.2594,213,0.30445,222,0.37168,218,0.33790,178,0.01721,154,-0.2130,163,-0.1420
ENSG00000164111,ANXA5,216,2.70774,22,-1.2357,26,-0.9889,51,0.04489,78,0.73546,102,1.20431,20,-1.3980,7,-2.8297,9,-2.4636,6,-3.1515
ENSG00000164112,TMEM155,25,-0.7073,32,-0.3286,52,0.45816,20,-1.0023,7,-2.6107,77,1.09495,43,0.15303,82,1.22069,35,-0.1918,30,-0.4669
ENSG00000123737,EXOSC9,2,-2.8218,14,-0.3970,18,-0.0354,7,-1.3120,12,-0.6139,19,0.10760,31,0.84231,27,0.64285,29,0.74530,20,0.15735
ENSG00000138686,BBS7,14,-1.3233,21,-0.7726,25,-0.4873,12,-1.5920,12,-1.5017,40,0.25861,67,1.09901,60,0.91224,51,0.65882,37,0.12877
ENSG00000138688,KIAA1109,92,0.39704,42,-0.8233,60,-0.2665,41,-0.8638,51,-0.5339,106,0.63102,104,0.59157,75,0.07761,66,-0.1403,76,0.10615
ENSG00000138685,FGF2,80,2.55800,10,-0.9706,17,-0.1744,17,-0.1631,27,0.54298,17,-0.2238,20,0.03504,3,-2.6278,9,-1.1153,6,-1.8409
ENSG00000151458,ANKRD50,15,-0.5605,11,-0.9588,8,-1.5396,13,-0.7427,21,-0.0328,11,-0.9545,37,0.86808,15,-0.5599,70,2.04867,17,-0.3406
ENSG00000164066,INTU,20,0.08071,17,-0.2067,20,0.03744,26,0.47379,22,0.20457,15,-0.3871,13,-0.6074,26,0.43831,13,-0.5834,20,0.09439
ENSG00000164070,HSPA4L,43,-0.5297,44,-0.5018,40,-0.6367,32,-0.9602,28,-1.1558,52,-0.2294,108,0.95647,59,-0.0363,118,1.10849,70,0.25544
ENSG00000138709,LARP1B,19,-0.1771,14,-0.5718,17,-0.3257,36,0.87104,23,0.17153,13,-0.7566,40,1.05961,19,-0.1826,16,-0.4054,17,-0.3733
ENSG00000164040,PGRMC2,60,-0.0278,56,-0.1348,53,-0.2161,34,-0.8981,32,-0.9725,60,-0.0389,82,0.45895,68,0.16658,67,0.13346,81,0.50072
ENSG00000077684,JADE1,15,-0.6052,11,-1.0418,9,-1.3803,21,-0.0589,12,-0.9500,41,1.01176,42,1.06100,16,-0.4669,33,0.67313,21,-0.0893
ENSG00000151466,SCLT1,15,0.15522,4,-1.6885,8,-0.7456,15,0.14616,44,2.05265,9,-0.5693,20,0.66282,5,-1.5218,9,-0.5150,9,-0.6814
ENSG00000138650,PCDH10,60,-0.4599,46,-0.8703,80,-0.0074,61,-0.4362,62,-0.4149,132,0.79653,124,0.69616,60,-0.4538,121,0.65786,71,-0.2272
ENSG00000151012,SLC7A11,177,2.76705,11,-1.8294,24,-0.7814,63,0.77697,73,1.00840,34,-0.2119,19,-1.0718,7,-2.5078,7,-2.6000,8,-2.3969
ENSG00000109390,NDUFC1,391,0.49665,266,-0.1186,289,0.00845,258,-0.1674,206,-0.5186,181,-0.7197,183,-0.6978,281,-0.0334,416,0.59876,344,0.32506
ENSG00000164134,NAA15,23,-0.2316,34,0.38459,14,-1.0173,21,-0.3886,18,-0.5677,66,1.49720,35,0.42825,24,-0.1581,18,-0.6413,21,-0.4068
ENSG00000145391,SETD7,47,0.94935,25,-0.0708,16,-0.7028,27,0.02452,23,-0.1890,45,0.86336,13,-1.0498,17,-0.6719,22,-0.2588,26,0.02284
ENSG00000153130,SCOC,203,-0.5877,268,-0.1567,245,-0.2959,212,-0.5209,126,-1.3035,341,0.22684,420,0.56559,438,0.63510,343,0.23589,330,0.19165
ENSG00000109436,TBC1D9,46,-0.4547,53,-0.2459,43,-0.5594,39,-0.7231,16,-2.0262,30,-1.1049,100,0.77576,73,0.25938,107,0.90214,87,0.62044
ENSG00000170153,RNF150,13,-1.6703,43,0.10254,37,-0.1236,23,-0.8798,8,-2.4345,55,0.49594,59,0.60267,52,0.39081,29,-0.4929,63,0.81535
ENSG00000109445,ZNF330,29,0.61287,14,-0.5665,21,0.05409,14,-0.5939,14,-0.5543,23,0.23394,30,0.66354,25,0.34520,19,-0.1196,16,-0.3877
ENSG00000109458,GAB1,21,0.87750,4,-1.7014,3,-2.0102,12,0.02758,27,1.29551,53,2.60002,2,-2.3309,6,-0.9414,1,-3.1442,3,-2.2875
ENSG00000153147,SMARCA5,107,0.35151,89,0.05993,63,-0.4753,89,0.06436,105,0.33441,93,0.12568,85,-0.0120,77,-0.1738,86,5.84030,74,-0.2464
ENSG00000164161,HHIP,1,-4.0461,3,-2.4829,5,-1.8512,34,1.09327,41,1.39192,101,3.39001,5,-1.7117,1,-3.5172,1,-4.0642,0,-4.5031
ENSG00000164163,ABCE1,30,-0.3604,17,-1.2226,28,-0.4710,25,-0.6190,29,-0.3874,40,0.10910,65,0.90432,52,0.53459,42,0.17485,42,0.20780
ENSG00000164164,OTUD4,17,-0.4120,15,-0.5218,27,0.32324,7,-1.6525,8,-1.4672,26,0.29860,30,0.52057,32,0.61190,11,-1.0790,33,0.77361
ENSG00000170365,SMAD1,8,-0.7933,9,-0.6026,11,-0.3163,10,-0.4268,14,-0.0044,14,0.02359,27,1.10985,17,0.33556,18,0.44264,11,-0.3558
ENSG00000151612,ZNF827,5,-1.8704,25,0.37138,17,-0.2063,11,-0.8614,10,-1.0590,51,1.60175,32,0.81232,11,-0.8142,35,0.96337,8,-1.3164
ENSG00000164167,LSM6,25,0.06364,24,-0.0267,18,-0.4734,15,-0.7551,24,-0.0031,40,0.81290,20,-0.2743,28,0.20503,33,0.50084,20,-0.3436
ENSG00000164168,TMEM184C,12,-0.3722,8,-0.9470,9,-0.8863,19,0.30883,20,0.41506,21,0.51232,8,-1.0378,20,0.41398,31,1.10032,11,-0.5174
ENSG00000151623,NR3C2,17,0.21464,12,-0.3377,8,-0.9836,8,-0.8630,10,-0.6340,11,-0.4816,13,-0.1352,12,-0.3587,31,1.20860,21,0.59694
ENSG00000170390,DCLK2,67,0.15967,30,-1.0646,46,-0.4525,35,-0.8313,49,-0.3279,36,-0.8113,36,-0.8035,86,0.55636,56,-0.1215,114,1.20207
ENSG00000145425,RPS3A,1997,1.19663,874,-0.1688,829,-0.2516,1108,0.20713,1490,0.69322,1047,0.11705,590,-0.7780,633,-0.6705,784,-0.3384,676,-0.6198
ENSG00000059691,GATB,20,-1.2397,34,-0.4141,39,-0.2010,37,-0.2912,20,-1.1780,24,-0.9573,38,-0.2444,108,1.49099,38,-0.2358,66,0.71410
ENSG00000109670,FBXW7,40,-2.4890,207,-0.0215,169,-0.3383,131,-0.7304,62,-1.8398,301,0.58489,376,0.96214,381,0.98472,112,-0.9682,263,0.41184
ENSG00000109654,TRIM2,136,-0.8113,173,-0.4398,205,-0.1718,157,-0.5834,166,-0.4979,476,1.22127,263,0.22404,306,0.46721,194,-0.2628,220,-0.0654
ENSG00000145428,RNF175,21,-0.7805,23,-0.5857,22,-0.6859,18,-1.0025,9,-1.9326,23,-0.6026,31,-0.1777,74,1.27676,77,1.34286,40,0.26321
ENSG00000171566,PLRG1,22,-0.2432,12,-1.1025,19,-0.4576,17,-0.6259,30,0.21396,31,0.27569,23,-0.1916,33,0.39280,27,0.04784,35,0.55946
ENSG00000164114,MAP9,83,-0.4278,108,-0.0173,81,-0.4766,48,-1.2695,58,-0.9672,141,0.41056,206,1.03731,86,-0.3686,196,0.95723,98,-0.1876
ENSG00000164116,GUCY1A1,34,0.35628,14,-0.9934,28,0.05743,5,-2.3125,14,-1.0024,21,-0.4033,65,1.48858,34,0.37117,31,0.22867,25,-0.1348
ENSG00000260244,AC104083.1,13,-0.5475,22,0.25070,16,-0.2262,2,-3.0257,12,-0.7187,3,-2.3732,17,-0.1264,25,0.47281,35,1.04325,30,0.84912
ENSG00000061918,GUCY1B1,111,-0.8674,142,-0.4926,130,-0.6189,90,-1.1769,58,-1.8224,106,-0.9383,432,1.33919,295,0.67990,245,0.37342,263,0.55721
ENSG00000109738,GLRB,28,-2.1102,75,-0.6427,68,-0.7916,42,-1.5224,31,-1.9524,94,-0.2851,186,0.81318,256,1.37153,179,0.74151,143,0.42376
ENSG00000120251,GRIA2,79,-1.9584,218,-0.4329,265,-0.1335,117,-1.3838,98,-1.6365,261,-0.1582,346,0.29145,601,1.22450,241,-0.2790,472,0.93036
ENSG00000164125,GASK1B,44,1.58014,6,-1.4744,8,-1.1455,26,0.65960,29,0.82211,43,1.51532,18,0.06530,9,-0.9551,3,-2.3733,1,-3.4323
ENSG00000164124,TMEM144,9,-2.8100,10,-2.6346,11,-2.4738,54,-0.1139,145,1.53241,370,3.73337,20,-1.6326,7,-3.1078,9,-2.7495,4,-3.8407
ENSG00000171497,PPID,73,0.32972,25,-1.3065,41,-0.5806,30,-1.0227,20,-1.6206,66,0.16271,66,0.16545,94,0.74930,92,0.71852,72,0.35817
ENSG00000052795,FNIP2,27,-0.4502,19,-0.9998,24,-0.5853,24,-0.6028,13,-1.5451,43,0.27595,51,0.57616,38,0.10144,40,0.17977,58,0.88096
ENSG00000109756,RAPGEF2,57,-0.1996,60,-0.1072,56,-0.2068,33,-1.0313,29,-1.2029,45,-0.5482,58,-0.1594,94,0.62180,66,0.04853,104,0.90375
ENSG00000168843,FSTL5,22,0.34995,5,-1.7471,5,-1.8769,29,0.78574,15,-0.3022,16,-0.1167,35,1.12626,12,-0.6411,53,1.86861,1,-3.5922
ENSG00000145416,MARCH1,29,0.38732,19,-0.2897,13,-0.8334,28,0.31173,20,-0.1870,40,0.90859,14,-0.7013,24,0.04856,17,-0.4268,23,0.03499
ENSG00000170088,TMEM192,27,0.30727,7,-1.7831,20,-0.1519,19,-0.2867,33,0.63521,43,1.06823,28,0.35659,25,0.18811,16,-0.5289,14,-0.7748
ENSG00000109466,KLHL2,45,-1.0051,49,-0.8677,82,-0.0833,68,-0.3784,48,-0.9155,120,0.53415,136,0.74056,177,1.18568,36,-1.3375,95,0.16572
ENSG00000052802,MSMO1,41,-1.1774,47,-0.9891,75,-0.2753,40,-1.2144,44,-1.0874,80,-0.1742,148,0.81502,211,1.43864,60,-0.6156,119,0.51939
ENSG00000109472,CPE,1338,-0.0446,1065,-0.4023,1304,-0.0856,1410,0.03791,1659,0.29947,1162,-0.2660,1847,0.47444,1745,0.38113,682,-1.0825,1464,0.10950
ENSG00000196104,SPOCK3,47,-0.8476,21,-2.0469,18,-2.2476,72,-0.1956,97,0.28838,235,1.83062,114,0.54079,10,-3.0957,261,2.03431,10,-3.2751
ENSG00000129116,PALLD,25,0.79256,11,-0.5636,8,-1.0398,26,0.81515,34,1.30326,13,-0.2700,15,0.00702,3,-2.1122,24,0.68512,5,-1.6522
ENSG00000145439,CBR4,27,0.41091,20,-0.0595,20,-0.0315,10,-1.1077,17,-0.3168,25,0.28738,32,0.69005,26,0.33724,18,-0.2448,17,-0.3367
ENSG00000154447,SH3RF1,9,-1.8490,31,0.01348,31,0.01230,23,-0.4169,34,0.15533,36,0.27222,32,0.07411,27,-0.2130,40,0.43624,37,0.32882
ENSG00000137601,NEK1,33,0.79053,17,-0.2809,12,-0.7613,13,-0.6306,22,0.14100,15,-0.3900,37,1.00560,9,-1.2425,24,0.30499,19,-0.0954
ENSG00000109572,CLCN3,68,-0.6061,106,0.09916,57,-0.8569,55,-0.9322,71,-0.5253,85,-0.2573,135,0.47744,133,0.45481,165,0.81615,113,0.21328
ENSG00000056050,HPF1,82,0.71984,40,-0.4259,56,0.10990,46,-0.2141,35,-0.6398,44,-0.2590,33,-0.6998,49,-0.0940,74,0.56201,58,0.19523
ENSG00000198948,MFAP3L,38,0.63984,16,-0.6912,21,-0.2672,42,0.81985,23,-0.1522,41,0.75777,21,-0.2703,21,-0.2683,22,-0.2469,17,-0.6776
ENSG00000164104,HMGB2,37,1.28227,8,-1.0270,4,-2.1824,17,0.02561,14,-0.2617,37,1.28105,14,-0.2839,7,-1.2014,27,0.77353,10,-0.8821
ENSG00000164105,SAP30,28,0.92097,9,-0.7625,16,0.02505,14,-0.2090,19,0.29742,10,-0.6552,2,-2.5509,19,0.30111,17,0.15150,19,0.32345
ENSG00000164106,SCRG1,157,0.48061,81,-0.5585,87,-0.4530,140,0.29093,344,1.86721,158,0.49282,87,-0.4472,40,-1.6245,86,-0.4734,51,-1.3675
ENSG00000145451,GLRA3,23,0.05803,10,-1.2401,22,-0.0218,9,-1.3223,11,-1.0273,6,-1.8192,14,-0.7483,52,1.41084,6,-1.8696,46,1.40085
ENSG00000150625,GPM6A,854,-1.2010,1643,-0.1991,2130,0.21330,1037,-0.9080,1030,-0.9177,2043,0.14642,2899,0.71948,2524,0.48937,1428,-0.4174,2457,0.50407
ENSG00000150627,WDR17,14,-1.3874,22,-0.7843,23,-0.6719,24,-0.5919,18,-1.0822,17,-1.1735,30,-0.2563,70,1.10417,34,-0.0936,72,1.33737
ENSG00000129128,SPCS3,29,-0.9701,42,-0.4109,43,-0.3817,45,-0.3058,41,-0.4732,57,0.05640,65,0.26363,87,0.72954,58,0.07745,70,0.41953
ENSG00000218336,TENM3,25,-1.0013,29,-0.7507,28,-0.8487,18,-1.5015,12,-2.1075,68,0.55292,103,1.26646,62,0.40549,58,0.28814,63,0.50136
ENSG00000129187,DCTD,50,0.62059,27,-0.3743,21,-0.7296,22,-0.6457,28,-0.3039,31,-0.1433,43,0.37209,49,0.58055,38,0.19506,32,-0.0891
ENSG00000168556,ING2,24,0.67607,14,-0.1324,21,0.45550,7,-1.1293,12,-0.4213,21,0.43844,11,-0.5436,17,0.16015,21,0.48333,12,-0.4713
ENSG00000182552,RWDD4,11,-0.2049,9,-0.4399,11,-0.1155,17,0.54808,15,0.32593,23,0.97537,7,-0.7480,13,0.03884,16,0.44792,6,-1.0926
ENSG00000168538,TRAPPC11,28,0.40096,7,-1.7716,18,-0.3099,13,-0.8211,14,-0.6624,20,-0.1064,19,-0.1903,40,0.99480,33,0.66762,24,0.15604
ENSG00000173320,STOX2,40,-0.7206,67,0.05485,59,-0.1455,31,-1.1054,31,-1.1366,111,0.88626,127,1.11791,63,-0.0319,49,-0.4136,66,0.02691
ENSG00000151726,ACSL1,15,-0.4849,11,-1.0395,6,-1.7940,27,0.35591,22,0.05691,81,2.37573,16,-0.4479,26,0.33056,12,-0.8551,9,-1.4103
ENSG00000151729,SLC25A4,132,-1.1501,251,-0.1711,195,-0.5577,111,-1.4190,133,-1.1453,157,-0.8884,296,0.09266,395,0.55691,522,1.02903,442,0.85755
ENSG00000164323,CFAP97,25,-0.1205,21,-0.4151,19,-0.5235,15,-0.8944,42,0.70284,44,0.77692,42,0.68487,18,-0.5917,24,-0.1997,24,-0.1922
ENSG00000109762,SNX25,30,0.63524,12,-0.8137,10,-1.0610,8,-1.4218,6,-1.7719,7,-1.6201,43,1.25585,26,0.41363,33,0.81165,23,0.26220
ENSG00000109775,UFSP2,29,0.66152,13,-0.5831,4,-2.0995,24,0.34600,14,-0.4599,20,0.08210,16,-0.2223,29,0.67012,26,0.49378,17,-0.1996
ENSG00000154556,SORBS2,104,0.33490,72,-0.2499,90,0.10100,30,-1.5708,31,-1.5321,64,-0.4267,52,-0.7338,115,0.50462,66,-0.3694,151,1.11890
ENSG00000109794,FAM149A,6,-1.4241,20,0.35610,19,0.30418,15,-0.0514,13,-0.3192,14,-0.1987,8,-0.9324,14,-0.1799,31,1.08971,17,0.09628
ENSG00000083857,FAT1,40,1.80281,12,-0.1434,5,-1.4568,30,1.31242,25,0.95608,15,0.19596,1,-3.0159,6,-1.2824,7,-1.0344,4,-1.7812
ENSG00000109536,FRG1,75,0.37290,33,-0.9057,57,-0.0612,59,-0.0017,44,-0.4748,73,0.33464,73,0.32441,68,0.20756,78,0.43154,47,-0.4055
ENSG00000164366,CCDC127,17,-0.6487,17,-0.6369,21,-0.3554,30,0.22243,12,-1.1779,27,0.04286,29,0.17368,52,1.12434,35,0.45421,24,-0.1580
ENSG00000073578,SDHA,60,-0.7147,91,-0.0557,80,-0.2660,78,-0.3136,57,-0.7772,93,-0.0242,103,0.13909,140,0.63128,170,0.95463,85,-0.1878
ENSG00000249915,PDCD6,88,-0.5356,142,0.21934,88,-0.5326,77,-0.7372,75,-0.7656,89,-0.5204,121,-0.0408,205,0.82562,131,0.08731,173,0.61582
ENSG00000180104,EXOC3,31,-0.5722,42,-0.1139,47,0.05826,35,-0.4063,34,-0.4492,44,-0.0253,45,0.00547,41,-0.1686,61,0.48718,58,0.46197
ENSG00000225138,SLC9A3-AS1,3,-1.8997,9,-0.5686,21,0.77362,9,-0.5230,11,-0.2767,14,0.09323,13,-0.0304,19,0.63961,21,0.82203,11,-0.3007
ENSG00000171368,TPPP,124,-1.0475,264,0.11736,190,-0.3974,185,-0.4421,159,-0.6763,536,1.30476,474,1.08811,274,0.17597,157,-0.6932,168,-0.6399
ENSG00000028310,BRD9,35,0.11921,27,-0.2936,24,-0.4601,29,-0.1859,21,-0.6792,54,0.80844,28,-0.2184,42,0.41931,47,0.56989,26,-0.4032
ENSG00000049656,CLPTM1L,54,-0.4016,60,-0.2477,64,-0.1349,48,-0.5994,30,-1.2946,61,-0.2257,80,0.20292,122,0.90879,76,0.12959,88,0.41627
ENSG00000153395,LPCAT1,31,-0.4398,32,-0.3699,25,-0.7451,23,-0.8949,27,-0.6447,33,-0.3178,38,-0.1004,57,0.53509,62,0.67866,61,0.71983
ENSG00000171421,MRPL36,64,0.63146,28,-0.6783,39,-0.1616,52,0.29581,37,-0.2548,32,-0.4645,32,-0.4846,60,0.51797,52,0.29344,40,-0.1215
ENSG00000145494,NDUFS6,235,0.01497,306,0.43657,248,0.09715,277,0.27869,165,-0.5342,210,-0.1610,172,-0.4748,218,-0.1030,323,0.52695,204,-0.2300
ENSG00000164151,ICE1,27,-0.4718,29,-0.3523,36,-0.0419,27,-0.4674,14,-1.4179,54,0.61148,76,1.20118,50,0.49459,23,-0.7005,34,-0.1474
ENSG00000133398,MED10,19,-1.6839,62,0.11131,40,-0.5723,51,-0.1962,33,-0.8776,73,0.36790,76,0.43866,116,1.15270,52,-0.1737,57,-0.0133
ENSG00000215218,UBE2QL1,37,-1.5876,72,-0.5996,98,-0.1346,79,-0.4594,49,-1.1975,98,-0.1285,123,0.23047,197,1.01352,128,0.29810,144,0.55837
ENSG00000037474,NSUN2,29,1.20875,7,-1.0423,7,-0.9105,10,-0.4610,7,-0.9803,12,-0.1906,8,-0.7196,17,0.35715,27,1.08769,13,-0.0887
ENSG00000145545,SRD5A1,16,-1.1543,37,0.15110,33,-0.0223,29,-0.2095,15,-1.1947,34,-0.0045,25,-0.4557,42,0.36255,40,0.26873,50,0.70500
ENSG00000112941,TENT4A,0,-5.8925,11,-0.5497,13,-0.3792,13,-0.3442,8,-1.0385,26,0.74888,36,1.31500,31,1.05486,17,0.04290,12,-0.5096
ENSG00000078295,ADCY2,82,0.08237,70,-0.1597,37,-1.1536,64,-0.3029,83,0.09499,60,-0.4106,142,0.98161,41,-0.9961,197,1.57020,41,-1.0647
ENSG00000215217,C5orf49,14,0.03845,9,-0.6348,7,-0.8917,12,-0.2452,17,0.36356,19,0.49715,10,-0.4577,9,-0.5505,30,1.28203,11,-0.3062
ENSG00000124275,MTRR,1,-3.7002,3,-2.1687,7,-1.1168,16,0.15842,9,-0.6414,27,0.99095,14,-0.0065,16,0.18744,20,0.51960,23,0.82121
ENSG00000247516,MIR4458HG,61,1.07526,21,-0.6265,19,-0.7745,58,0.98192,34,0.12985,32,0.02174,12,-1.4025,21,-0.5980,24,-0.4147,32,0.03996
ENSG00000112902,SEMA5A,24,0.04664,19,-0.2575,15,-0.6526,35,0.67483,16,-0.5787,57,1.53197,20,-0.2307,9,-1.3380,11,-1.0617,23,0.00528
ENSG00000150753,CCT5,62,-1.0822,79,-0.7192,108,-0.2411,54,-1.2985,64,-1.0353,102,-0.3172,136,0.12433,224,0.95193,171,0.49804,190,0.77585
ENSG00000164237,CMBL,35,0.15778,23,-0.4915,28,-0.1760,21,-0.6025,28,-0.1935,25,-0.3849,45,0.54291,23,-0.5228,41,0.41287,40,0.41732
ENSG00000145495,MARCH6,102,-0.8202,147,-0.2643,103,-0.8064,97,-0.8959,104,-0.7962,228,0.43259,283,0.78995,246,0.55968,266,0.68752,169,-0.0520
ENSG00000164236,ANKRD33B,4,-2.5572,25,0.14389,23,0.02858,12,-1.0019,6,-1.9655,21,-0.1204,33,0.60017,45,1.11696,7,-1.7568,37,0.91904
ENSG00000112977,DAP,63,0.78665,37,-0.0755,53,0.50390,49,0.38051,40,0.05993,38,-0.0176,29,-0.4524,31,-0.3674,18,-1.1563,34,-0.2274
ENSG00000169862,CTNND2,125,-0.9708,281,0.28741,251,0.10328,281,0.28842,212,-0.1578,364,0.71072,272,0.23545,245,0.06776,192,-0.3191,180,-0.4545
ENSG00000038382,TRIO,36,-1.0829,63,-0.2296,44,-0.7785,36,-1.1016,32,-1.2712,28,-1.4469,124,0.86466,97,0.45293,89,0.31834,127,1.05757
ENSG00000154122,ANKH,61,-0.5433,43,-1.0511,64,-0.4721,67,-0.3930,65,-0.4275,119,0.51584,120,0.54150,102,0.26876,109,0.38476,98,0.23559
ENSG00000173545,ZNF622,12,-1.3234,15,-0.9396,26,-0.0902,50,0.94621,23,-0.3049,30,0.07879,20,-0.4844,46,0.80263,36,0.40441,25,-0.2002
ENSG00000154153,RETREG1,6,-3.1929,27,-0.9973,23,-1.1907,33,-0.6884,21,-1.3646,171,2.11529,109,1.26465,84,0.80571,49,-0.0589,20,-1.5332
ENSG00000145555,MYO10,44,-0.2767,29,-0.9304,31,-0.8399,82,0.70565,137,1.60686,169,2.01851,24,-1.2043,13,-2.1165,18,-1.6062,18,-1.7242
ENSG00000176788,BASP1,293,-1.8511,1029,0.06548,1132,0.21809,702,-0.5332,338,-1.6374,1591,0.77852,1611,0.79947,1635,0.82462,772,-0.3862,881,-0.1996
ENSG00000248455,LINC02217,11,-1.6400,44,0.41425,43,0.38647,48,0.57769,28,-0.2768,90,1.66581,23,-0.6058,58,0.87725,9,-1.9136,8,-2.2030
ENSG00000145526,CDH18,15,-0.9977,16,-0.9468,24,-0.3540,8,-1.8658,5,-2.4871,38,0.39067,27,-0.1233,51,0.86378,12,-1.2999,65,1.54406
ENSG00000286961,AC091938.1,14,-0.8887,17,-0.6306,48,1.00142,33,0.37092,14,-0.9252,2,-3.7062,3,-3.2160,12,-1.1573,25,-0.0734,59,1.63767
ENSG00000040731,CDH10,1,-5.0744,27,-0.2685,22,-0.5846,17,-0.9241,10,-1.7465,40,0.35894,77,1.46518,61,1.06351,19,-0.8033,39,0.35888
ENSG00000113360,DROSHA,28,0.47181,20,-0.0480,13,-0.7148,14,-0.6251,17,-0.2909,30,0.60311,23,0.16084,30,0.56442,28,0.47894,13,-0.8090
ENSG00000082213,C5orf22,6,-1.7070,21,0.03232,6,-1.7731,7,-1.5132,13,-0.6866,19,-0.1636,48,1.38389,35,0.85149,19,-0.1280,26,0.43581
ENSG00000133401,PDZD2,65,0.82904,42,0.13177,35,-0.1787,41,0.07615,32,-0.2959,26,-0.6128,19,-1.0830,19,-1.0611,28,-0.5162,61,0.81454
ENSG00000113384,GOLPH3,77,0.73925,46,-0.0758,50,0.05356,22,-1.2152,17,-1.6127,62,0.38355,47,-0.0718,54,0.16017,47,-0.0434,57,0.27645
ENSG00000150712,MTMR12,12,-1.1982,11,-1.2438,24,-0.1488,13,-1.0336,11,-1.3171,14,-0.9201,22,-0.2953,50,1.04558,19,-0.4769,56,1.50127
ENSG00000056097,ZFR,112,0.13798,83,-0.3380,116,0.19849,84,-0.3221,92,-0.1698,119,0.23625,81,-0.3758,113,0.15795,87,-0.2644,121,0.29959
ENSG00000113387,SUB1,330,-0.4618,394,-0.1840,529,0.28443,325,-0.4845,245,-0.9155,377,-0.2542,422,-0.0784,659,0.64549,471,0.09617,561,0.42733
ENSG00000113407,TARS,40,0.50616,21,-0.4941,16,-0.9111,19,-0.6483,31,0.07741,22,-0.4159,23,-0.3567,45,0.69462,53,0.97299,25,-0.2451
ENSG00000113456,RAD1,10,-0.9348,28,0.64141,27,0.62969,20,0.11030,13,-0.5482,16,-0.1702,9,-1.0916,19,0.03326,18,-0.0353,22,0.27369
ENSG00000113460,BRIX1,31,0.60785,16,-0.4624,12,-0.8173,25,0.27479,20,-0.0926,14,-0.6370,21,0.00392,21,-0.0110,25,0.24723,24,0.21275
ENSG00000168724,DNAJC21,76,1.43004,16,-1.0148,17,-0.9645,24,-0.4849,24,-0.4794,37,0.23656,18,-0.9077,28,-0.2180,51,0.74175,32,-0.0197
ENSG00000164187,LMBRD2,42,-1.2024,77,-0.2946,46,-1.0575,19,-2.3711,29,-1.7532,104,0.18490,205,1.32847,158,0.86849,57,-0.7445,141,0.77747
ENSG00000152620,NADK2,66,0.81875,22,-0.9011,31,-0.3714,34,-0.2352,43,0.14289,51,0.39125,56,0.53865,41,0.05926,33,-0.2958,30,-0.4818
ENSG00000079215,SLC1A3,443,0.65138,289,-0.0412,313,0.08598,642,1.29417,570,1.08303,204,-0.5806,202,-0.5977,68,-2.2139,153,-1.0202,188,-0.7709
ENSG00000285967,NIPBL-DT,37,0.76506,9,-1.3737,10,-1.2398,33,0.58362,29,0.35397,53,1.41198,13,-0.8933,20,-0.1684,18,-0.3643,15,-0.7284
ENSG00000164190,NIPBL,47,0.89244,14,-1.0018,22,-0.3456,27,0.00305,34,0.33673,52,1.06069,34,0.33504,18,-0.6113,14,-0.9494,18,-0.6449
ENSG00000197603,CPLANE1,42,0.98626,19,-0.3191,19,-0.3205,11,-1.1335,20,-0.2129,39,0.87297,27,0.24877,14,-0.6930,4,-2.4814,29,0.39763
ENSG00000082068,WDR70,11,-0.6317,13,-0.4081,7,-1.2516,10,-0.7057,12,-0.5157,30,0.92989,36,1.26294,15,-0.2143,21,0.32082,15,-0.2021
ENSG00000113594,LIFR,64,0.89329,15,-1.3615,21,-0.8628,45,0.31424,53,0.56947,54,0.60128,33,-0.1566,14,-1.4929,29,-0.3855,40,0.11984
ENSG00000164327,RICTOR,10,-0.8789,9,-1.0173,7,-1.5042,17,-0.1451,11,-0.7569,46,1.50823,20,0.08307,12,-0.6852,22,0.25884,25,0.55281
ENSG00000113638,TTC33,21,-0.9154,36,-0.0680,26,-0.5813,24,-0.7268,20,-0.9762,38,0.00448,57,0.66039,32,-0.2852,60,0.73962,52,0.56957
ENSG00000132356,PRKAA1,23,0.61418,9,-0.7698,11,-0.4862,6,-1.4506,12,-0.3759,23,0.60118,19,0.31003,15,-0.1067,25,0.71016,15,-0.1096
