Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000169504,CLIC4,427,3.15848,317,2.45213,21,-2.0736,23,-1.8412,27,-1.6008,41,-1.0056,32,-1.3510,22,-1.9314,0,-9.6317,9,-3.3350
ENSG00000117614,SYF2,164,1.72705,72,0.31990,48,-0.3343,20,-1.6223,53,-0.1540,48,-0.3120,56,-0.0688,23,-1.4063,48,-0.3183,62,0.10013
ENSG00000117616,RSRP1,162,1.15656,115,0.58366,42,-1.0399,68,-0.2492,53,-0.6385,69,-0.2296,68,-0.2491,57,-0.5206,75,-0.0869,103,0.45583
ENSG00000183726,TMEM50A,282,1.50200,146,0.38985,53,-1.2358,81,-0.5274,43,-1.4806,106,-0.1191,99,-0.2222,94,-0.3037,181,0.73253,117,0.03736
ENSG00000204178,MACO1,45,1.07024,8,-1.4906,20,-0.2609,28,0.25791,28,0.26751,15,-0.6698,17,-0.4535,20,-0.2267,30,0.40436,24,0.06345
ENSG00000117643,MAN1C1,47,-0.0149,22,-1.1399,33,-0.6036,23,-1.0576,30,-0.6896,42,-0.1767,36,-0.4290,98,1.18774,76,0.77098,63,0.51920
ENSG00000162430,SELENON,60,0.45722,57,0.36700,48,0.08240,44,-0.0563,49,0.11963,37,-0.3165,22,-1.0714,30,-0.6125,27,-0.7673,61,0.51890
ENSG00000117640,MTFR1L,15,-2.0163,39,-0.5913,61,0.11249,53,-0.1165,58,0.02239,53,-0.1229,59,0.02826,57,-0.0028,66,0.20599,84,0.67047
ENSG00000117632,STMN1,119,-2.8976,1003,0.31411,493,-0.8485,813,-0.0179,985,0.28546,628,-0.4211,836,0.02484,772,-0.1004,1126,0.50177,1303,0.84168
ENSG00000158008,EXTL1,37,-0.5638,2,-4.5212,36,-0.6488,56,0.07438,110,1.19422,26,-1.0808,39,-0.4902,60,0.20341,78,0.60395,79,0.71605
ENSG00000175087,PDIK1L,0,-5.6810,15,-0.3178,10,-0.9978,35,1.05503,9,-1.0710,8,-1.1714,18,-0.0267,85,2.78564,0,-7.5307,14,-0.3910
ENSG00000142684,ZNF593,36,0.67972,23,-0.0191,14,-0.7602,26,0.17829,16,-0.6004,29,0.34691,19,-0.2806,46,1.12166,1,-3.7325,26,0.22917
ENSG00000142669,SH3BGRL3,404,1.29750,201,0.13612,126,-0.6336,231,0.36117,244,0.45175,176,-0.0713,83,-1.2135,146,-0.3640,45,-2.1272,214,0.26237
ENSG00000158062,UBXN11,0,-5.5993,7,-1.2574,15,-0.2117,19,0.18682,26,0.69543,21,0.31869,35,1.16878,14,-0.2757,16,-0.1324,18,0.07654
ENSG00000117682,DHDDS,0,-5.6635,8,-1.2475,18,0.00174,19,0.05814,32,0.92548,13,-0.4268,0,-4.4333,16,-0.1476,17,-0.0861,37,1.35555
ENSG00000198830,HMGN2,325,1.96584,204,1.12211,60,-0.8762,31,-1.8109,71,-0.5810,112,0.13107,146,0.56035,83,-0.3251,62,-0.7777,40,-1.5200
ENSG00000117713,ARID1A,0,-7.3532,61,0.07007,54,-0.1366,52,-0.1859,54,-0.1161,51,-0.2270,84,0.57701,72,0.31566,55,-0.1038,83,0.62616
ENSG00000204160,ZDHHC18,42,0.13628,11,-1.8264,25,-0.6842,66,0.87203,57,0.62911,36,-0.0726,40,0.06716,40,0.08708,22,-0.8689,47,0.37155
ENSG00000142751,GPN2,7,-1.1904,14,-0.2405,11,-0.6251,15,-0.2224,19,0.17224,38,1.31823,8,-1.1349,11,-0.6943,7,-1.3333,31,1.08365
ENSG00000090273,NUDC,47,-1.4622,156,0.36481,108,-0.2311,86,-0.5609,104,-0.2752,154,0.35137,114,-0.1335,140,0.19177,246,1.12431,111,-0.1823
ENSG00000253368,TRNP1,21,-1.0537,4,-3.5050,37,-0.2014,36,-0.2467,29,-0.5779,43,0.06358,78,1.01347,51,0.30045,47,0.18432,60,0.63692
ENSG00000090020,SLC9A1,61,0.98724,5,-2.6350,25,-0.4266,81,1.49394,18,-0.9509,8,-2.1512,30,-0.1272,13,-1.3978,16,-1.0826,56,0.98203
ENSG00000142784,WDTC1,37,0.00135,42,0.20882,38,0.06901,58,0.73195,31,-0.2608,33,-0.1548,29,-0.3482,34,-0.1176,42,0.22365,29,-0.4081
ENSG00000186501,TMEM222,10,-3.1058,64,-0.3976,68,-0.3334,107,0.41249,102,0.32497,62,-0.4571,95,0.22502,160,1.07272,60,-0.4842,98,0.30507
ENSG00000158195,WASF2,136,2.46279,113,2.07668,24,-0.5489,21,-0.7353,15,-1.1835,42,0.34958,6,-2.5141,6,-2.4129,1,-4.4653,7,-2.3370
ENSG00000126705,AHDC1,0,-7.2132,11,-2.3455,36,-0.6296,84,0.73419,88,0.81014,25,-1.1521,78,0.60714,60,0.20217,28,-0.9671,95,1.08892
ENSG00000126709,IFI6,603,2.29066,110,-0.6013,121,-0.5058,227,0.53285,154,-0.0847,60,-1.5220,156,-0.0719,166,0.03341,18,-3.2417,109,-0.6647
ENSG00000009780,FAM76A,0,-5.4876,15,-0.1175,14,-0.1429,20,0.35543,27,0.85643,23,0.57876,16,0.06834,22,0.51451,1,-3.6084,18,0.25680
ENSG00000117758,STX12,0,-7.5645,75,0.13553,55,-0.3948,59,-0.2375,127,0.98988,74,0.10267,71,0.04496,68,-0.0105,69,-0.0068,88,0.42562
ENSG00000117751,PPP1R8,4,-3.0568,38,0.23388,27,-0.3266,48,0.59492,26,-0.3612,26,-0.3396,39,0.27610,52,0.74852,15,-1.1453,45,0.57934
ENSG00000117748,RPA2,12,-1.8774,31,-0.4382,24,-0.8958,47,0.20271,46,0.16787,68,0.77512,77,0.99086,33,-0.3756,46,0.16899,46,0.16036
ENSG00000126698,DNAJC8,192,0.75582,82,-0.5880,96,-0.3714,103,-0.2344,110,-0.1455,98,-0.3241,108,-0.1734,80,-0.6255,186,0.70074,146,0.33660
ENSG00000130770,ATP5IF1,259,-0.2923,208,-0.6271,196,-0.7713,204,-0.6524,177,-0.8696,314,0.00938,488,0.72122,300,-0.0615,560,0.95124,420,0.53396
ENSG00000180098,TRNAU1AP,0,-5.2666,17,0.38830,15,0.24235,18,0.42374,10,-0.4757,24,0.92435,8,-0.7912,9,-0.5891,0,-7.1170,22,0.92511
ENSG00000197989,SNHG12,0,-5.4144,19,0.39635,16,0.07007,11,-0.4677,13,-0.1591,9,-0.7002,30,1.13438,28,1.00557,9,-0.7997,14,-0.1008
ENSG00000120656,TAF12,69,2.34114,27,0.65072,17,-0.0528,11,-0.6918,8,-1.1480,0,-5.4828,10,-0.9276,2,-3.2897,14,-0.4021,20,0.17490
ENSG00000198492,YTHDF2,25,-1.4083,44,-0.5452,50,-0.3854,63,-0.0058,58,-0.1279,57,-0.1705,72,0.20432,64,0.01401,71,0.17738,102,0.87814
ENSG00000116350,SRSF4,87,1.23744,36,-0.1861,27,-0.6788,50,0.30750,32,-0.3770,61,0.63857,50,0.31644,38,-0.1262,12,-1.8241,35,-0.2461
ENSG00000116353,MECR,39,0.41377,29,-0.0637,26,-0.2362,31,0.05290,39,0.42585,36,0.30392,17,-0.8693,26,-0.2298,5,-2.4560,42,0.62117
ENSG00000060656,PTPRU,0,-6.2926,10,-1.5269,8,-1.8462,69,1.50599,187,3.75787,0,-7.8678,22,-0.3759,14,-0.9988,0,-8.1417,8,-1.9525
ENSG00000162511,LAPTM5,187,2.56480,61,0.50522,45,0.02390,16,-1.5133,28,-0.6672,39,-0.1896,60,0.48976,22,-1.0520,1,-5.1639,13,-1.9138
ENSG00000162512,SDC3,145,-0.4752,129,-0.6543,170,-0.2443,187,-0.0787,267,0.48629,224,0.20442,134,-0.5925,275,0.53944,151,-0.4067,253,0.45171
ENSG00000134644,PUM1,18,-2.9573,57,-1.3043,111,-0.3196,174,0.41446,173,0.41002,79,-0.8036,129,-0.0633,171,0.38746,112,-0.2794,236,1.05433
ENSG00000121766,ZCCHC17,38,-1.6143,74,-0.6298,68,-0.8033,93,-0.2850,199,0.94555,79,-0.5232,123,0.16306,104,-0.1040,142,0.38945,173,0.79903
ENSG00000121769,FABP3,47,-1.2045,25,-2.1251,71,-0.6379,170,0.78656,53,-1.0415,112,0.10995,119,0.20329,101,-0.0540,85,-0.3195,200,1.21709
ENSG00000162517,PEF1,232,1.46625,53,-0.9132,54,-0.9473,118,0.31895,73,-0.4275,111,0.22403,56,-0.8184,50,-1.0075,132,0.50664,110,0.24305
ENSG00000084636,COL16A1,19,-1.0276,71,1.02447,18,-1.1972,24,-0.6998,83,1.28620,43,0.22047,30,-0.3550,46,0.31083,20,-0.9530,40,0.11680
ENSG00000121753,ADGRB2,41,-2.4043,51,-2.0987,169,-0.3342,278,0.48130,263,0.39523,219,0.10057,125,-0.7688,184,-0.1715,364,0.92738,302,0.69393
ENSG00000184007,PTP4A2,86,-1.1388,842,2.78974,140,-0.4418,114,-0.7156,134,-0.4644,99,-0.9223,109,-0.7833,118,-0.6629,110,-0.7702,142,-0.4089
ENSG00000121774,KHDRBS1,81,-0.5438,111,-0.0540,84,-0.5407,89,-0.4105,105,-0.1540,115,-0.0081,260,1.33922,97,-0.2733,94,-0.3192,133,0.25420
ENSG00000121775,TMEM39B,28,0.86054,1,-3.4363,18,0.12535,53,1.98985,22,0.44134,4,-1.9407,1,-3.5729,4,-2.1509,0,-7.3859,24,0.69367
ENSG00000025800,KPNA6,0,-6.1981,10,-1.4700,29,0.18323,20,-0.4285,20,-0.4325,27,0.05216,16,-0.7195,31,0.25909,55,1.20482,39,0.70385
ENSG00000084652,TXLNA,0,-5.9016,27,0.35912,17,-0.3865,34,0.73583,23,0.14186,13,-0.7510,26,0.34511,29,0.49837,4,-2.2127,32,0.74391
ENSG00000084623,EIF3I,112,0.11813,76,-0.4788,81,-0.4340,73,-0.5573,94,-0.1673,102,-0.0402,131,0.35807,114,0.14650,104,-0.0060,142,0.55339
ENSG00000175130,MARCKSL1,44,-2.4830,1169,2.97228,176,-0.4778,60,-2.0415,156,-0.6284,372,0.74783,226,-0.0538,229,-0.0297,70,-1.8303,63,-2.0775
ENSG00000160058,BSDC1,0,-7.3200,38,-0.6296,49,-0.2515,68,0.27906,87,0.66817,36,-0.7035,56,-0.0379,82,0.56879,69,0.29617,76,0.50492
ENSG00000176261,ZBTB8OS,26,-0.6325,54,0.49418,30,-0.4768,15,-1.3985,32,-0.3279,40,0.01646,91,1.37773,45,0.20538,41,0.07040,35,-0.2117
ENSG00000162521,RBBP4,146,0.80356,81,-0.1373,58,-0.7044,55,-0.7312,40,-1.2119,141,0.73887,91,0.03637,116,0.41635,106,0.28339,87,-0.0396
ENSG00000162522,KIAA1522,3,-2.9070,4,-2.2452,21,-0.0520,10,-1.0694,5,-1.9777,45,1.22472,19,-0.1586,45,1.23859,35,0.80064,23,0.12985
ENSG00000134684,YARS,14,-2.8006,38,-1.3760,58,-0.7928,106,0.19209,75,-0.3376,108,0.22857,147,0.72830,149,0.75060,79,-0.2637,146,0.80073
ENSG00000116497,S100PBP,0,-5.6365,25,0.57745,9,-0.9752,12,-0.5516,15,-0.2524,20,0.21512,19,0.09643,42,1.43750,20,0.22349,19,0.12944
ENSG00000160097,FNDC5,0,-5.7182,2,-3.1576,18,-0.0736,32,0.84317,8,-1.1584,21,0.18156,30,0.77421,58,1.91718,0,-5.6233,18,-0.0311
ENSG00000121905,HPCA,31,-3.3233,34,-3.2208,265,-0.1830,604,1.17715,421,0.56883,189,-0.6888,222,-0.4377,312,0.09114,226,-0.4136,485,0.91442
ENSG00000121900,TMEM54,0,-6.4543,47,0.65919,33,0.11633,29,-0.1206,58,0.99922,36,0.20680,38,0.30344,50,0.76760,4,-2.8205,23,-0.5287
ENSG00000004455,AK2,32,0.42389,65,1.61831,20,-0.3688,17,-0.6011,26,0.10873,40,0.77575,23,-0.0820,16,-0.6470,0,-6.4389,18,-0.5055
ENSG00000142920,AZIN2,18,-0.8331,32,-0.0079,22,-0.6422,43,0.46763,23,-0.5293,27,-0.2568,34,0.11234,71,1.31494,28,-0.2241,32,0.00527
ENSG00000160094,ZNF362,42,1.04398,23,0.08922,20,-0.1536,33,0.61617,26,0.24996,13,-0.8049,16,-0.4976,35,0.70882,0,-7.8172,19,-0.2733
ENSG00000134686,PHC2,118,0.98733,123,1.06090,39,-0.8055,72,0.18728,50,-0.3926,56,-0.1943,44,-0.5752,58,-0.1547,54,-0.2623,57,-0.1855
ENSG00000163866,SMIM12,11,-1.9073,29,-0.5157,29,-0.5900,28,-0.5911,33,-0.3657,65,0.73508,37,-0.1802,52,0.34861,44,0.09486,69,0.94871
ENSG00000116544,DLGAP3,30,-1.3106,7,-3.4224,73,0.04839,58,-0.3145,97,0.47849,69,-0.0623,99,0.51255,57,-0.3409,118,0.80326,88,0.37135
ENSG00000163867,ZMYM6,0,-5.2784,14,0.06677,9,-0.6783,18,0.40374,13,-0.0232,30,1.29403,0,-4.6171,18,0.42303,2,-2.4409,25,1.09320
ENSG00000116560,SFPQ,179,0.32800,185,0.38065,111,-0.4576,141,-0.0530,134,-0.1384,117,-0.3475,234,0.76154,173,0.27177,98,-0.6085,133,-0.1538
ENSG00000146463,ZMYM4,143,1.81962,27,-0.8907,41,-0.2806,40,-0.3027,55,0.19591,38,-0.3837,28,-0.8241,75,0.68969,16,-1.6816,40,-0.3383
ENSG00000142687,KIAA0319L,66,0.68398,36,-0.2991,27,-0.7802,46,0.10687,39,-0.1545,66,0.66780,44,0.03172,51,0.27073,37,-0.2382,40,-0.1450
ENSG00000020129,NCDN,28,-4.0198,80,-2.5010,236,-0.9575,276,-0.6580,415,-0.0262,387,-0.1369,358,-0.2579,353,-0.2811,1297,1.91791,701,0.93426
ENSG00000126067,PSMB2,0,-8.0819,93,-0.2043,66,-0.7832,115,0.13878,111,0.08049,122,0.22372,139,0.42903,117,0.15682,142,0.47021,149,0.61791
ENSG00000142686,C1orf216,15,-2.8163,25,-2.0899,72,-0.5533,89,-0.1802,102,0.03596,103,0.04855,118,0.26918,107,0.11348,154,0.70157,170,0.98681
ENSG00000134698,AGO4,0,-5.3484,16,0.20017,16,0.15284,11,-0.3598,26,0.93077,13,-0.1113,28,1.09638,15,0.06842,4,-1.8681,13,-0.1164
ENSG00000092847,AGO1,0,-6.1691,44,0.86521,34,0.50412,47,0.99363,18,-0.5221,20,-0.3844,7,-1.8515,18,-0.4920,13,-0.9835,35,0.56673
ENSG00000126070,AGO3,8,-1.2893,33,0.80313,9,-1.2089,20,0.02666,20,0.03821,14,-0.5700,35,0.90532,54,1.67438,10,-1.0484,13,-0.7352
ENSG00000116863,ADPRHL2,0,-5.4444,17,0.14477,12,-0.4444,18,0.23834,15,0.01879,20,0.39484,11,-0.4339,9,-0.7426,17,0.16772,26,0.98262
ENSG00000054116,TRAPPC3,76,0.34185,29,-1.1248,40,-0.6975,39,-0.7016,51,-0.2903,86,0.53654,105,0.87746,92,0.66102,40,-0.6440,68,0.17767
ENSG00000116871,MAP7D1,146,-0.2948,216,0.32114,130,-0.5107,106,-0.7877,95,-0.9474,186,0.07998,126,-0.5206,172,-0.0413,327,1.00301,242,0.56513
ENSG00000054118,THRAP3,111,0.91283,41,-0.6472,48,-0.4595,81,0.40268,61,-0.0387,58,-0.1342,50,-0.3516,78,0.33934,21,-1.6311,79,0.39973
ENSG00000196182,STK40,43,1.06903,22,0.02443,15,-0.6649,20,-0.1412,20,-0.1170,19,-0.2415,13,-0.7504,54,1.46832,4,-2.4552,20,-0.1839
ENSG00000181817,LSM10,70,1.06500,21,-0.8422,26,-0.5110,18,-1.0075,17,-1.1375,41,0.21690,50,0.52099,50,0.50581,44,0.32421,34,-0.0870
ENSG00000116898,MRPS15,93,1.12775,25,-0.9720,39,-0.2910,50,0.11788,56,0.29930,47,0.01395,53,0.18493,24,-0.9817,51,0.15104,41,-0.2304
ENSG00000163873,GRIK3,0,-6.0035,8,-1.6086,13,-0.8625,60,1.60938,138,3.43982,5,-2.1449,15,-0.6326,11,-1.1123,0,-7.8529,5,-2.2435
ENSG00000163875,MEAF6,19,-2.4388,46,-1.1310,83,-0.2830,131,0.46997,81,-0.2852,84,-0.2433,103,0.07681,146,0.64339,91,-0.1053,153,0.81406
ENSG00000163877,SNIP1,24,0.53347,17,-0.0399,9,-0.9496,22,0.39290,25,0.60406,20,0.24666,13,-0.3505,24,0.56730,25,0.61183,7,-1.2820
ENSG00000134697,GNL2,48,1.04211,12,-1.1204,16,-0.7166,19,-0.4651,20,-0.3937,20,-0.3765,64,1.54178,30,0.28769,10,-1.3540,24,-0.0896
ENSG00000183317,EPHA10,0,-5.7028,2,-2.8043,12,-0.6949,17,-0.1394,17,-0.1237,14,-0.4268,32,0.87523,16,-0.1820,34,0.98890,32,1.02243
ENSG00000185090,MANEAL,0,-6.3344,6,-2.1868,17,-0.8459,36,0.36055,19,-0.6138,24,-0.2440,54,1.00979,58,1.15415,23,-0.3658,45,0.80080
ENSG00000196449,YRDC,0,-5.4215,6,-1.4311,11,-0.4707,23,0.66305,16,0.12640,15,0.01907,7,-1.1685,36,1.44847,14,-0.1054,20,0.52203
ENSG00000197982,C1orf122,110,-0.7594,438,1.48117,166,-0.1404,98,-0.9359,95,-0.9875,245,0.49042,180,-0.0034,159,-0.1912,262,0.59799,122,-0.6547
ENSG00000183431,SF3A3,24,-0.5818,21,-0.7382,28,-0.3387,26,-0.4616,28,-0.3042,41,0.25838,39,0.20453,40,0.24664,22,-0.7053,58,0.96609
ENSG00000183520,UTP11,40,0.54133,25,-0.1977,19,-0.6790,29,0.06746,12,-1.2461,23,-0.2799,65,1.37294,27,-0.0809,24,-0.2166,28,-0.0401
ENSG00000116954,RRAGC,30,-0.6958,43,-0.1411,24,-1.0972,31,-0.6177,41,-0.1828,44,-0.0739,80,0.86903,86,0.99438,59,0.38305,49,0.07392
ENSG00000174574,AKIRIN1,9,-3.2039,96,0.32325,63,-0.3594,49,-0.7246,92,0.26168,72,-0.1358,62,-0.3515,69,-0.1941,141,0.95242,111,0.63252
ENSG00000168653,NDUFS5,344,-0.0406,328,-0.1115,284,-0.3659,246,-0.5579,329,-0.1104,413,0.24928,338,-0.0654,431,0.31887,544,0.69718,345,-0.0358
ENSG00000127603,MACF1,275,1.22398,166,0.37928,106,-0.3609,120,-0.1267,127,-0.0472,151,0.22453,121,-0.1259,162,0.33885,39,-1.8230,98,-0.4784
ENSG00000090621,PABPC4,79,0.47865,68,0.23612,67,0.21612,74,0.37111,55,-0.0914,35,-0.7700,35,-0.8002,73,0.34551,35,-0.7902,58,-0.0196
ENSG00000116983,HPCAL4,4,-6.1854,25,-3.6716,266,-0.1883,217,-0.4869,384,0.40820,376,0.37491,300,0.01683,289,-0.0413,562,1.04176,437,0.70043
ENSG00000084072,PPIE,27,-0.1967,60,1.10428,26,-0.2464,40,0.42499,22,-0.4903,26,-0.2571,40,0.43607,35,0.21360,9,-1.8039,27,-0.2005
ENSG00000168389,MFSD2A,182,3.81643,8,-1.7849,19,-0.5367,26,-0.0097,19,-0.4715,8,-1.7188,0,-5.1287,5,-2.3945,0,-7.7748,16,-0.8421
ENSG00000131236,CAP1,165,0.21097,121,-0.2750,99,-0.6255,109,-0.4361,141,-0.0438,91,-0.7109,99,-0.5884,195,0.47355,305,1.22347,156,0.12781
ENSG00000131238,PPT1,61,-1.0095,117,-0.0091,88,-0.4804,86,-0.4839,73,-0.7420,156,0.44943,203,0.88475,142,0.30170,174,0.62533,112,-0.0912
ENSG00000084073,ZMPSTE24,68,1.19515,23,-0.5354,24,-0.4968,18,-0.8771,13,-1.3771,48,0.60871,10,-1.6987,57,0.89767,33,-0.0081,37,0.20022
ENSG00000049089,COL9A2,0,-6.1121,172,3.89961,10,-1.3514,21,-0.2393,18,-0.4817,31,0.35071,9,-1.4062,17,-0.5182,0,-7.9614,3,-3.2499
ENSG00000084070,SMAP2,50,-1.0701,25,-2.0572,75,-0.4787,107,0.10443,74,-0.4655,113,0.19471,54,-0.9525,61,-0.7580,256,1.56978,155,0.79916
ENSG00000117016,RIMS3,0,-7.4892,0,-6.3011,77,0.30979,80,0.34498,41,-0.6923,48,-0.4444,91,0.54930,150,1.39617,15,-2.1338,97,0.73311
ENSG00000066136,NFYC,27,-0.6045,27,-0.6274,26,-0.6858,58,0.60125,64,0.75709,38,-0.0746,62,0.69481,62,0.70198,12,-1.7587,38,-0.0670
ENSG00000179862,CITED4,0,-5.3993,9,-0.7770,9,-0.7922,31,1.19096,6,-1.3646,19,0.40861,11,-0.4657,41,1.70062,8,-0.8279,17,0.24605
ENSG00000171793,CTPS1,45,1.49935,6,-1.4737,17,-0.0897,16,-0.1534,4,-2.2557,6,-1.5537,7,-1.4476,28,0.73565,28,0.69898,20,0.22091
ENSG00000010803,SCMH1,0,-5.2144,10,-0.3641,13,-0.0308,27,1.16228,7,-0.8208,19,0.62788,25,1.07605,16,0.27972,0,-7.0649,13,-0.0092
ENSG00000127124,HIVEP3,0,-5.5430,11,-0.6428,22,0.53694,21,0.38826,44,1.65349,10,-0.7250,12,-0.5006,4,-1.9744,5,-1.7569,23,0.56310
ENSG00000198815,FOXJ3,0,-7.3617,27,-1.2028,43,-0.5087,68,0.21942,54,-0.1482,67,0.19462,39,-0.6230,58,-0.0226,83,0.54248,113,1.21886
ENSG00000177181,RIMKLA,0,-6.3470,8,-1.8943,32,0.17748,31,0.12278,20,-0.5270,9,-1.6922,38,0.43762,61,1.21105,46,0.75033,34,0.30055
ENSG00000127125,PPCS,0,-6.5136,27,-0.2896,32,-0.0480,25,-0.3936,24,-0.4876,35,0.10632,41,0.37633,37,0.20417,52,0.75802,43,0.49035
ENSG00000065978,YBX1,849,3.60980,199,0.62897,59,-1.3342,36,-1.9831,49,-1.5098,107,-0.3498,58,-1.2843,98,-0.4803,36,-1.9777,30,-2.3598
ENSG00000164008,C1orf50,0,-5.5802,19,0.22835,17,0.03397,16,-0.0475,13,-0.4392,26,0.71241,8,-1.1450,16,-0.0639,4,-2.0059,32,1.21410
ENSG00000177868,SVBP,53,1.08868,35,0.41316,20,-0.4519,11,-1.2831,16,-0.7449,20,-0.4623,29,0.11974,13,-1.0565,28,0.05698,38,0.61834
ENSG00000117394,SLC2A1,1500,4.90882,79,-1.1738,46,-2.0807,33,-2.4545,73,-1.2824,85,-1.0615,37,-2.2773,37,-2.2886,31,-2.5569,39,-2.3327
ENSG00000117395,EBNA1BP2,43,-0.3736,30,-0.9051,35,-0.7467,34,-0.7470,42,-0.4188,77,0.54119,122,1.30231,34,-0.7545,98,0.93339,55,0.00916
ENSG00000066322,ELOVL1,44,0.07757,319,4.18904,11,-2.1520,14,-1.6051,46,0.14694,31,-0.4552,2,-4.1390,13,-1.7513,0,-8.7340,8,-2.6292
ENSG00000159479,MED8,14,-0.3491,25,0.53400,11,-0.8257,22,0.27390,13,-0.4923,38,1.19053,16,-0.1680,15,-0.3124,10,-0.9239,21,0.27923
ENSG00000142949,PTPRF,2,-5.8015,86,-0.5349,110,-0.1710,144,0.26992,74,-0.7534,140,0.22149,106,-0.2047,134,0.15867,162,0.46203,194,0.85879
ENSG00000066135,KDM4A,23,-0.1029,15,-0.7301,12,-1.1682,44,0.90803,19,-0.4291,10,-1.3338,56,1.33659,35,0.52867,1,-4.5250,35,0.64229
ENSG00000126091,ST3GAL3,0,-6.6519,13,-1.4613,50,0.59513,60,0.83550,22,-0.7217,34,-0.0916,58,0.77518,45,0.35240,12,-1.6236,43,0.29836
ENSG00000117408,IPO13,15,-2.2077,185,1.67843,43,-0.7497,65,-0.0849,65,-0.0741,86,0.36938,33,-1.0863,14,-2.3422,94,0.51066,87,0.42901
ENSG00000117410,ATP6V0B,141,-1.2981,216,-0.6620,237,-0.5620,491,0.63483,315,-0.0770,269,-0.3211,350,0.08793,363,0.14802,331,0.00290,510,0.78832
ENSG00000117411,B4GALT2,0,-7.2958,66,0.25090,88,0.81662,69,0.31789,39,-0.5577,42,-0.4488,47,-0.2734,65,0.23512,33,-0.8099,69,0.34886
ENSG00000159214,CCDC24,0,-5.7615,2,-3.4002,14,-0.4698,29,0.63482,25,0.45050,25,0.44133,6,-1.7103,34,0.89956,21,0.17433,29,0.77105
ENSG00000178028,DMAP1,1,-4.7128,33,-0.3923,30,-0.5526,33,-0.3609,63,0.64210,32,-0.4455,50,0.26477,64,0.65503,38,-0.1703,66,0.81597
ENSG00000117419,ERI3,71,-1.1988,89,-0.8634,117,-0.4813,159,0.03192,202,0.41172,163,0.06580,147,-0.0964,150,-0.0626,193,0.33630,233,0.71996
ENSG00000187147,RNF220,16,-2.7219,174,0.85235,70,-0.6345,101,-0.0270,139,0.47855,77,-0.4458,115,0.18006,101,-0.0259,137,0.45822,116,0.21129
ENSG00000142937,RPS8,3820,2.75502,1685,1.14898,558,-0.6779,384,-1.1922,539,-0.6806,550,-0.6482,481,-0.8533,357,-1.3025,340,-1.3724,385,-1.2681
ENSG00000070785,EIF2B3,37,0.47917,12,-1.2038,17,-0.7953,17,-0.7037,41,0.64234,23,-0.2680,27,-0.0284,23,-0.2176,50,0.99938,31,0.23714
ENSG00000126107,HECTD3,6,-1.5408,11,-0.6237,16,-0.0089,26,0.72508,30,1.00113,7,-1.2745,20,0.34479,35,1.25002,0,-7.3747,14,-0.2316
ENSG00000126088,UROD,22,-1.5383,46,-0.4105,50,-0.3243,47,-0.3959,40,-0.6247,53,-0.2004,110,0.97456,85,0.54925,47,-0.3692,87,0.65555
ENSG00000117450,PRDX1,316,-0.0263,378,0.25910,272,-0.2829,268,-0.2850,242,-0.4397,529,0.80660,389,0.30290,273,-0.2561,398,0.34213,259,-0.3650
ENSG00000117448,AKR1A1,47,0.08234,53,0.28348,34,-0.4291,51,0.20504,38,-0.2255,38,-0.2233,91,1.18139,33,-0.4523,40,-0.1723,36,-0.3440
ENSG00000132780,NASP,0,-6.1325,70,1.74374,20,-0.3319,32,0.41431,20,-0.3568,33,0.43162,32,0.39842,19,-0.4436,5,-2.3084,23,-0.1033
ENSG00000159592,GPBP1L1,68,1.23381,55,0.86831,24,-0.4975,27,-0.2519,26,-0.3156,33,0.06506,32,-0.0032,25,-0.3418,3,-3.4459,33,0.06704
ENSG00000159596,TMEM69,0,-5.6257,11,-0.6255,13,-0.5325,37,1.22295,16,-0.1090,28,0.73346,36,1.18765,24,0.51701,12,-0.5916,10,-0.9572
ENSG00000086015,MAST2,0,-5.7814,17,-0.1599,18,-0.0955,10,-0.9204,20,0.06740,37,1.02706,60,1.91304,7,-1.4128,0,-6.8127,22,0.20603
ENSG00000117461,PIK3R3,64,2.29822,3,-2.3558,18,0.10027,17,-0.0258,6,-1.4162,11,-0.6883,19,0.18254,12,-0.4916,0,-7.4480,18,0.07423
ENSG00000085998,POMGNT1,70,0.05223,101,0.62568,45,-0.7006,67,-0.0352,74,0.14031,63,-0.1159,41,-0.7610,79,0.23764,89,0.41825,72,0.08762
ENSG00000132128,LRRC41,39,-0.8538,51,-0.4594,56,-0.3269,76,0.17226,59,-0.2323,65,-0.0644,106,0.70171,69,0.02115,68,-0.0151,87,0.42812
ENSG00000173660,UQCRH,238,-0.7114,204,-0.9395,340,-0.1760,261,-0.5687,344,-0.1417,409,0.12947,560,0.63831,437,0.23631,400,0.09457,493,0.48113
ENSG00000117480,FAAH,0,-6.6893,74,1.14173,25,-0.6552,24,-0.6455,15,-1.3052,49,0.44123,39,0.10889,47,0.39693,53,0.57183,45,0.35647
